"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","lyle","nexus-79"
"647.0","813.0","lyle","nexus-79"
"604.0","604.0","lyle","nexus-79"
"634.0","306.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"322.4643","707.7143","0.2928","0.41935483","0"
"327.19992","717.70166","0.72480005","0.58064514","98"
"333.39633","719.41327","0.744","0.58064514","112"
"346.5755","721.1433","0.744","0.58064514","126"
"368.12457","722.93854","0.73920006","0.58064514","140"
"388.79324","725.503","0.744","0.58064514","154"
"413.5622","729.92676","0.7728","0.58064514","173"
"420.696","731.93274","0.768","0.58064514","190"
"442.17795","738.0649","0.74880004","0.58064514","207"
"468.66617","746.2132","0.71040004","0.61290324","223"
"494.03198","756.55566","0.68160003","0.61290324","240"
"519.2579","765.2703","0.70080006","0.61290324","257"
"540.3108","773.09766","0.68640006","0.61290324","274"
"555.6777","778.81396","0.68640006","0.61290324","290"
"572.9107","784.8572","0.68640006","0.61290324","304"
"582.0906","788.9401","0.68160003","0.61290324","324"
"599.2281","795.02783","0.6768","0.6774193","341"
"615.9829","801.41504","0.6672","0.7419355","357"
"629.04236","806.24023","0.6624","0.6774193","374"
"639.0203","809.61633","0.65760005","0.61290324","391"
"648.15735","811.6504","0.6528","0.61290324","407"
"653.144","813.7262","0.648","0.61290324","424"
"655.3716","814.0","0.6528","0.61290324","441"
"659.2904","814.0","0.65760005","0.61290324","458"
"661.42316","814.0","0.6384","0.61290324","474"
"663.49347","814.0","0.62880003","0.61290324","491"
"666.4862","812.88184","0.6","0.61290324","508"
"668.6011","810.85144","0.6096","0.61290324","525"
"670.74274","808.79565","0.648","0.61290324","541"
"672.8845","805.479","0.64320004","0.61290324","558"
"672.4643","803.48206","0.6384","0.61290324","575"
"670.7192","794.51965","0.61920005","0.61290324","591"
"667.30554","779.6191","0.648","0.61290324","608"
"662.5505","760.50244","0.61920005","0.61290324","625"
"655.673","736.6643","0.6096","0.61290324","642"
"648.55444","714.44934","0.62880003","0.61290324","658"
"641.74054","689.9215","0.59040004","0.61290324","675"
"637.1964","673.0","0.58080006","0.61290324","688"
"634.4295","658.8617","0.6","0.61290324","708"
"630.1721","633.24","0.56640005","0.61290324","725"
"624.9264","606.0782","0.5712","0.61290324","742"
"621.96674","577.5984","0.5472","0.61290324","759"
"619.9442","550.41565","0.58080006","0.61290324","775"
"617.818","506.90143","0.6144","0.61290324","792"
"618.0082","478.80988","0.5952","0.61290324","809"
"619.6273","465.25336","0.5856","0.61290324","826"
"623.6813","442.1585","0.60480005","0.61290324","842"
"636.0787","399.00543","0.5952","0.61290324","859"
"643.91095","378.09503","0.5856","0.61290324","876"
"651.5654","357.88727","0.5472","0.61290324","892"
"658.79474","335.65405","0.53760004","0.61290324","909"
"665.8444","311.92242","0.48000002","0.61290324","926"
"674.127","294.43793","0.49440002","0.61290324","943"
"675.8662","290.61115","0.48960003","0.61290324","959"
"676.0357","290.2857","0.43680003","0.6451613","962"
