"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-59"
"647.0","813.0","maggie","nexus-59"
"604.0","604.0","maggie","nexus-59"
"634.0","306.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"330.5","673.1429","0.30240002","0.41935483","0"
"358.57672","689.8736","0.528","0.41935483","60"
"403.12036","708.2241","0.53760004","0.41935483","75"
"430.99252","718.15985","0.53760004","0.41935483","92"
"508.0263","744.90515","0.46080002","0.41935483","109"
"573.99225","766.1891","0.44160002","0.41935483","126"
"626.4258","783.13214","0.39360002","0.41935483","143"
"662.8245","794.0476","0.35040003","0.41935483","160"
"678.4133","797.99927","0.3264","0.41935483","176"
"685.5556","799.1428","0.3264","0.41935483","193"
"687.1491","797.9026","0.3312","0.41935483","210"
"686.7857","793.2456","0.34080002","0.41935483","227"
"681.3457","781.05237","0.37440002","0.41935483","244"
"667.1764","757.2569","0.384","0.41935483","261"
"646.5018","719.6248","0.42720002","0.41935483","278"
"622.62274","680.7944","0.4176","0.41935483","295"
"606.4534","654.76105","0.43680003","0.41935483","312"
"596.0935","634.6505","0.3792","0.41935483","329"
"586.4865","607.84534","0.44640002","0.41935483","346"
"580.9084","556.16","0.4848","0.41935483","363"
"584.1054","507.46387","0.4848","0.41935483","379"
"595.95044","462.5586","0.47520003","0.41935483","397"
"607.9432","430.30182","0.48960003","0.41935483","413"
"627.6013","393.2093","0.48000002","0.41935483","430"
"638.53564","375.7143","0.43680003","0.41935483","445"
"639.4286","369.7143","0.33600003","0.38709676","457"
