"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-59"
"340.0","367.0","maggie","nexus-59"
"439.0","650.0","maggie","nexus-59"
"106.0","619.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"517.1071","651.7143","0.2256","0.41935483","0"
"502.07587","628.6941","0.39360002","0.41935483","33"
"493.57886","615.21185","0.45600003","0.41935483","45"
"479.92963","592.87244","0.49440002","0.41935483","58"
"450.8528","545.7649","0.5424","0.41935483","75"
"425.16794","508.01508","0.5952","0.41935483","93"
"396.3917","469.7843","0.5952","0.41935483","109"
"368.7471","437.79462","0.63360006","0.41935483","126"
"355.59518","423.80566","0.648","0.41935483","143"
"350.28702","419.0692","0.6624","0.41935483","160"
"347.96356","417.3365","0.67200005","0.41935483","177"
"346.8593","417.7143","0.68160003","0.41935483","194"
"347.48874","423.80823","0.6768","0.41935483","211"
"356.35052","446.83728","0.6768","0.41935483","228"
"374.45132","493.3659","0.67200005","0.41935483","245"
"396.2919","543.6297","0.67200005","0.48387095","262"
"411.16632","576.2201","0.648","0.48387095","279"
"415.74655","589.4692","0.648","0.48387095","295"
"416.2143","596.8572","0.6624","0.48387095","310"
"415.1125","601.4437","0.6528","0.48387095","329"
"408.0565","606.8962","0.6","0.48387095","346"
"377.29987","611.7291","0.59040004","0.48387095","363"
"314.43793","613.1429","0.5856","0.48387095","380"
"252.93533","611.1152","0.5712","0.48387095","397"
"193.37497","610.5714","0.5568","0.48387095","414"
"147.02243","610.5714","0.5616","0.48387095","431"
"135.33745","611.25494","0.55200005","0.48387095","448"
"122.16081","612.2857","0.43680003","0.48387095","465"
