"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lou","nexus-80"
"340.0","367.0","lou","nexus-80"
"439.0","650.0","lou","nexus-80"
"106.0","619.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"512.6428","664.8572","0.24000001","0.41935483","0"
"502.815","661.4224","0.51360005","0.41935483","83"
"500.4743","657.1916","0.53760004","0.41935483","97"
"496.72192","651.4318","0.5424","0.41935483","111"
"491.7071","642.6605","0.5472","0.41935483","125"
"484.08783","628.4575","0.5712","0.41935483","139"
"472.91547","605.81","0.6144","0.41935483","155"
"459.5116","576.74854","0.63360006","0.41935483","172"
"441.21426","543.14294","0.63360006","0.41935483","187"
"433.5134","530.8368","0.64320004","0.48387095","205"
"412.10077","495.64795","0.6624","0.48387095","222"
"393.05075","469.07312","0.6624","0.54838705","239"
"375.98282","446.21588","0.67200005","0.58064514","255"
"360.16666","421.63916","0.71040004","0.58064514","272"
"345.06314","397.64026","0.7152","0.61290324","288"
"328.77426","375.3476","0.71040004","0.6451613","305"
"321.03876","366.30066","0.7152","0.6774193","322"
"313.63535","357.5561","0.7296","0.61290324","338"
"307.98087","351.81018","0.74880004","0.61290324","355"
"305.13528","349.07843","0.75360006","0.61290324","372"
"302.94843","348.5714","0.74880004","0.61290324","388"
"301.92856","349.59894","0.73440003","0.61290324","405"
"302.45508","352.1538","0.7296","0.6451613","422"
"305.50333","358.00482","0.73440003","0.6451613","438"
"307.41156","361.67023","0.73440003","0.61290324","455"
"321.0795","385.67358","0.73440003","0.61290324","472"
"343.85577","424.19666","0.71040004","0.61290324","488"
"358.45483","449.38757","0.69600004","0.6451613","505"
"372.26987","474.49634","0.7056","0.61290324","522"
"384.55948","500.3656","0.7152","0.6451613","538"
"396.39023","525.44586","0.69600004","0.61290324","555"
"404.1607","540.5714","0.6768","0.61290324","568"
"409.43088","552.705","0.6624","0.6451613","588"
"417.5988","572.2442","0.6528","0.61290324","605"
"422.218","584.12317","0.6384","0.61290324","621"
"425.00482","593.1843","0.64320004","0.61290324","638"
"427.19376","600.4781","0.6528","0.61290324","655"
"429.34256","606.6666","0.6528","0.61290324","671"
"431.49118","612.85455","0.6528","0.61290324","688"
"432.52142","615.8218","0.6528","0.61290324","705"
"433.17856","622.0896","0.64320004","0.61290324","721"
"433.17856","626.5179","0.6384","0.6451613","738"
"431.79507","630.6563","0.62880003","0.6451613","755"
"427.9202","633.9526","0.62880003","0.6451613","771"
"422.44928","636.0048","0.65760005","0.61290324","788"
"414.47855","638.05945","0.6528","0.61290324","805"
"405.5","639.5715","0.64320004","0.61290324","817"
"384.24435","640.8572","0.6672","0.61290324","838"
"337.25482","639.3987","0.6912","0.61290324","855"
"302.6539","637.3114","0.68160003","0.61290324","871"
"256.53772","632.99","0.68160003","0.61290324","888"
"210.57687","626.07117","0.6672","0.61290324","905"
"165.78897","615.6549","0.65760005","0.61290324","921"
"119.03508","601.4741","0.62880003","0.6451613","938"
"100.65675","595.90015","0.61920005","0.61290324","954"
"76.59065","591.42505","0.5184","0.61290324","971"
"58.58674","593.2931","0.264","0.516129","988"
"56.392853","593.7143","0.20160002","0.48387095","991"
