"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-80"
"340.0","367.0","maggie","nexus-80"
"439.0","650.0","maggie","nexus-80"
"106.0","619.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"530.5","671.7143","0.21120001","0.41935483","0"
"513.7191","656.7866","0.3792","0.38709676","44"
"490.10175","624.7101","0.43680003","0.38709676","60"
"461.2883","579.8327","0.49440002","0.38709676","75"
"428.846","526.39905","0.58080006","0.38709676","92"
"397.6519","470.3753","0.59040004","0.38709676","109"
"367.4912","421.87964","0.624","0.38709676","125"
"355.27167","405.31146","0.64320004","0.38709676","142"
"341.86832","389.48505","0.6912","0.38709676","158"
"338.4257","387.14288","0.72480005","0.4516129","175"
"338.03464","390.84265","0.744","0.4516129","192"
"344.4798","406.55157","0.7152","0.48387095","208"
"370.53302","457.78137","0.69600004","0.48387095","225"
"400.52274","511.9834","0.65760005","0.48387095","242"
"426.92856","553.0","0.63360006","0.48387095","254"
"445.79016","583.6072","0.6144","0.48387095","275"
"458.4027","618.254","0.5616","0.48387095","292"
"457.92548","629.34314","0.5472","0.48387095","308"
"451.3974","631.8734","0.528","0.48387095","325"
"424.33856","628.8722","0.5568","0.48387095","342"
"355.13614","612.55237","0.6096","0.48387095","358"
"289.26163","594.35724","0.6528","0.48387095","375"
"261.16162","587.57306","0.6672","0.48387095","392"
"199.51855","576.47156","0.6768","0.48387095","408"
"160.25398","568.7236","0.5184","0.4516129","425"
