"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-80"
"340.0","367.0","maggie","nexus-80"
"439.0","650.0","maggie","nexus-80"
"106.0","619.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"502.8214","641.7143","0.15840001","0.41935483","0"
"496.5783","617.78033","0.3456","0.41935483","52"
"487.00677","580.3734","0.384","0.41935483","67"
"478.22473","556.92926","0.4128","0.41935483","84"
"445.5531","500.64325","0.45600003","0.41935483","101"
"406.53217","449.60382","0.51360005","0.41935483","117"
"376.79132","421.42206","0.5424","0.41935483","134"
"361.30084","411.74127","0.5616","0.41935483","151"
"354.66812","409.4286","0.5856","0.41935483","167"
"351.23767","411.61224","0.61920005","0.41935483","184"
"351.0357","415.85712","0.6","0.41935483","197"
"360.21533","436.6244","0.57600003","0.41935483","217"
"400.6366","504.70203","0.528","0.41935483","234"
"438.5381","562.65906","0.49920002","0.41935483","250"
"466.29327","610.1517","0.4512","0.41935483","267"
"478.87286","642.22174","0.432","0.41935483","284"
"476.69214","652.227","0.42240003","0.41935483","300"
"466.1289","656.1565","0.4512","0.41935483","317"
"454.6504","656.2857","0.4656","0.41935483","334"
"358.82394","638.19464","0.49920002","0.41935483","350"
"262.10312","620.9464","0.5424","0.41935483","367"
"207.61395","613.35114","0.56640005","0.41935483","384"
"155.85478","610.8572","0.5856","0.41935483","400"
"128.59204","611.7143","0.5568","0.41935483","417"
"121.57143","613.4286","0.3648","0.38709676","424"
