"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-80"
"647.0","813.0","maggie","nexus-80"
"604.0","604.0","maggie","nexus-80"
"634.0","306.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"327.8214","702.5714","0.22080001","0.41935483","0"
"360.85718","719.28577","0.5856","0.41935483","65"
"401.5026","730.99","0.56640005","0.41935483","84"
"476.46252","753.31714","0.5088","0.41935483","101"
"536.52136","771.89105","0.4848","0.41935483","117"
"603.9262","792.925","0.42240003","0.41935483","139"
"629.49097","802.0747","0.39360002","0.41935483","156"
"639.9598","806.62573","0.40800002","0.41935483","173"
"647.46436","809.28577","0.42720002","0.41935483","188"
"651.75037","810.5144","0.43680003","0.41935483","206"
"655.0151","810.5714","0.4512","0.41935483","223"
"657.22003","808.1261","0.4656","0.41935483","239"
"659.42725","799.0934","0.4656","0.41935483","256"
"659.9643","778.9062","0.4848","0.41935483","273"
"655.408","746.84973","0.49920002","0.41935483","289"
"645.00757","707.71124","0.5328","0.41935483","306"
"639.5714","694.35645","0.53760004","0.41935483","322"
"628.0142","664.37994","0.5712","0.41935483","339"
"618.42554","639.375","0.5712","0.41935483","356"
"613.9434","623.7984","0.58080006","0.41935483","372"
"611.10016","610.54285","0.61920005","0.41935483","389"
"610.8571","589.3255","0.60480005","0.41935483","406"
"613.5374","557.69653","0.62880003","0.41935483","422"
"621.12494","520.0","0.62880003","0.41935483","437"
"624.2508","491.71014","0.6384","0.41935483","456"
"634.5382","440.8211","0.63360006","0.41935483","472"
"643.36694","403.73364","0.6144","0.41935483","489"
"647.6295","377.20795","0.4176","0.38709676","505"
