"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","maggie","nexus-80"
"274.0","724.0","maggie","nexus-80"
"356.0","105.0","maggie","nexus-80"
"454.0","391.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"260.85715","600.5714","0.18720001","0.41935483","0"
"258.31274","626.37494","0.5184","0.41935483","63"
"259.9643","651.1104","0.504","0.41935483","80"
"260.85715","664.3076","0.45600003","0.41935483","97"
"261.3806","668.2857","0.44640002","0.41935483","114"
"266.04828","663.3554","0.3648","0.38709676","130"
"280.52737","625.9762","0.44160002","0.38709676","147"
"290.86472","586.13934","0.45600003","0.38709676","164"
"306.29907","506.87097","0.5088","0.38709676","180"
"340.96234","348.89734","0.51360005","0.38709676","197"
"352.9197","287.19537","0.53760004","0.38709676","214"
"365.2772","226.21219","0.5568","0.38709676","230"
"374.52335","174.82196","0.5712","0.38709676","247"
"377.71512","150.42856","0.56640005","0.38709676","264"
"377.8214","143.17789","0.57600003","0.38709676","280"
"377.8214","141.66257","0.5856","0.38709676","297"
"379.33688","143.45483","0.6144","0.38709676","314"
"385.51563","156.31183","0.624","0.4516129","330"
"405.90875","204.0881","0.6","0.4516129","347"
"424.8212","258.63928","0.5328","0.4516129","363"
"449.9339","316.94666","0.384","0.38709676","380"
"462.64285","342.5714","0.2544","0.32258064","390"
