"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-80"
"360.0","281.0","maggie","nexus-80"
"178.0","102.0","maggie","nexus-80"
"649.0","664.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"633.1786","543.1429","0.22080001","0.41935483","0"
"605.0286","524.49774","0.49440002","0.41935483","40"
"569.4296","491.4867","0.53760004","0.41935483","55"
"531.993","453.4478","0.5472","0.41935483","69"
"488.63904","409.9048","0.56640005","0.41935483","86"
"446.125","370.0","0.5856","0.41935483","97"
"400.9233","328.25128","0.59040004","0.41935483","120"
"297.9201","229.60297","0.5856","0.41935483","136"
"253.42242","192.49197","0.5856","0.4516129","153"
"220.8732","168.98172","0.58080006","0.4516129","170"
"205.71289","160.53076","0.6144","0.4516129","186"
"199.77455","159.14285","0.6384","0.4516129","203"
"199.72542","163.0835","0.62880003","0.48387095","220"
"202.12975","167.46475","0.63360006","0.48387095","236"
"239.935","213.95325","0.61920005","0.516129","253"
"339.24677","326.45294","0.648","0.516129","270"
"387.20178","377.99982","0.6768","0.54838705","286"
"442.25812","434.9427","0.68160003","0.54838705","303"
"492.60168","486.62183","0.68640006","0.58064514","320"
"533.29266","528.8485","0.65760005","0.58064514","336"
"564.875","562.4286","0.5856","0.58064514","353"
"575.31616","574.06775","0.5424","0.58064514","370"
"576.0357","574.8572","0.48960003","0.58064514","370"
