"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","maggie","nexus-80"
"274.0","724.0","maggie","nexus-80"
"356.0","105.0","maggie","nexus-80"
"454.0","391.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"263.5357","580.0","0.216","0.41935483","0"
"258.17856","594.5293","0.44160002","0.41935483","44"
"258.17856","602.2509","0.44160002","0.41935483","58"
"259.56625","629.2081","0.42720002","0.41935483","72"
"260.85715","668.5034","0.36","0.41935483","89"
"260.85715","677.62646","0.3312","0.41935483","106"
"261.82452","678.4999","0.2976","0.38709676","123"
"263.14423","667.6526","0.31680003","0.38709676","139"
"272.77277","610.18427","0.40320003","0.38709676","156"
"283.32816","535.88","0.45600003","0.38709676","173"
"289.65277","487.60498","0.47040004","0.38709676","189"
"309.50793","340.0763","0.48960003","0.4516129","206"
"319.84555","255.23547","0.5088","0.4516129","223"
"325.70074","206.23367","0.52320004","0.4516129","239"
"333.84384","175.87106","0.5568","0.4516129","256"
"337.90524","163.78195","0.5712","0.4516129","273"
"342.28198","157.17682","0.56640005","0.4516129","289"
"344.7857","153.57141","0.5616","0.4516129","299"
"351.6444","155.4415","0.5472","0.4516129","323"
"379.57388","188.8476","0.5088","0.4516129","339"
"411.14352","243.88141","0.4656","0.4516129","356"
"440.03668","294.64172","0.4512","0.4516129","373"
"462.7141","336.12927","0.40800002","0.4516129","389"
"478.6547","360.07135","0.28800002","0.41935483","406"
