"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","maggie","nexus-80"
"516.0","278.0","maggie","nexus-80"
"191.0","503.0","maggie","nexus-80"
"627.0","704.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"483.1786","542.2857","0.20160002","0.41935483","0"
"485.8703","526.7686","0.3072","0.41935483","17"
"493.4201","482.43713","0.384","0.41935483","33"
"503.55878","434.59973","0.42240003","0.41935483","49"
"512.28345","394.35577","0.4848","0.41935483","67"
"516.43555","371.08453","0.49920002","0.41935483","84"
"518.4464","356.28577","0.48960003","0.41935483","99"
"518.8928","349.7146","0.49440002","0.41935483","118"
"514.7814","344.88367","0.5088","0.41935483","135"
"508.2315","344.2857","0.5088","0.41935483","151"
"485.5746","349.1009","0.5616","0.41935483","168"
"433.21945","366.91223","0.5616","0.41935483","184"
"380.63998","387.22974","0.6","0.41935483","201"
"332.56265","411.29742","0.60480005","0.41935483","218"
"302.8915","428.24536","0.60480005","0.41935483","234"
"273.87372","448.5454","0.63360006","0.41935483","251"
"245.63107","477.33887","0.6384","0.41935483","267"
"242.10715","488.7552","0.65760005","0.41935483","284"
"247.25671","508.67792","0.624","0.41935483","301"
"282.71384","547.83954","0.60480005","0.41935483","317"
"337.51184","580.16034","0.5568","0.41935483","334"
"409.80756","612.5545","0.47520003","0.41935483","350"
"459.2415","626.96936","0.36","0.38709676","367"
"618.0","665.71436","0.2256","0.32258064","382"
