"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-80"
"340.0","367.0","maggie","nexus-80"
"439.0","650.0","maggie","nexus-80"
"106.0","619.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"516.2143","687.1429","0.2064","0.41935483","0"
"500.8919","655.46765","0.37440002","0.41935483","40"
"482.61133","617.3476","0.43680003","0.41935483","55"
"472.01782","598.8572","0.45600003","0.41935483","62"
"447.94614","551.7823","0.49920002","0.41935483","86"
"419.09796","494.45947","0.53760004","0.41935483","103"
"394.6707","445.2077","0.5616","0.41935483","120"
"372.19296","403.6322","0.5712","0.4516129","136"
"364.8965","391.8778","0.61920005","0.4516129","153"
"362.05914","389.7143","0.62880003","0.4516129","170"
"360.85715","392.15717","0.62880003","0.4516129","186"
"360.85715","394.95215","0.63360006","0.48387095","203"
"370.02246","422.4254","0.61920005","0.48387095","220"
"394.61154","483.8709","0.61920005","0.516129","236"
"417.31308","537.1179","0.5952","0.516129","253"
"432.568","581.3726","0.6","0.516129","269"
"436.80032","603.5293","0.5856","0.516129","286"
"434.9641","619.4291","0.57600003","0.516129","303"
"428.7143","628.4286","0.57600003","0.516129","316"
"419.1608","634.34283","0.5616","0.516129","336"
"357.6267","635.8015","0.55200005","0.516129","353"
"279.63116","629.1537","0.57600003","0.516129","369"
"214.3806","622.14307","0.5856","0.516129","386"
"158.79565","616.4435","0.6","0.516129","403"
"128.46867","613.3893","0.5568","0.516129","419"
"116.660706","612.5714","0.36960003","0.48387095","433"
