"ChallengeX","ChallengeY","Tester Name","Device Name"
"245.0","354.0","Jake","nexus-08"
"592.0","829.0","Jake","nexus-08"
"350.0","378.0","Jake","nexus-08"
"483.0","401.0","Jake","nexus-08"
"X","Y","PRESSURE"
"647.125","800.7576","0.062400002"
