"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","tim","nexus-59"
"516.0","278.0","tim","nexus-59"
"191.0","503.0","tim","nexus-59"
"627.0","704.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"478.7143","559.1429","0.21120001","0.41935483","0"
"468.54965","564.02185","0.36960003","0.41935483","41"
"465.77985","565.77997","0.384","0.41935483","55"
"462.68832","567.67065","0.384","0.41935483","70"
"460.4784","567.7143","0.384","0.41935483","87"
"458.27567","566.0932","0.384","0.41935483","104"
"456.8393","564.71436","0.384","0.41935483","115"
"456.39285","562.5411","0.384","0.41935483","138"
"456.39285","555.83563","0.38880002","0.38709676","155"
"459.25293","541.821","0.3984","0.38709676","172"
"467.20282","520.96173","0.36","0.38709676","189"
"475.91614","496.17352","0.39360002","0.38709676","206"
"482.9936","472.42444","0.384","0.38709676","223"
"491.60516","446.58856","0.42720002","0.38709676","240"
"494.75586","434.11456","0.4176","0.38709676","257"
"504.02484","400.23596","0.40320003","0.38709676","274"
"510.88446","375.3412","0.3984","0.38709676","291"
"515.8286","359.01013","0.384","0.38709676","308"
"519.29926","346.45313","0.3792","0.38709676","324"
"522.63306","335.79956","0.3984","0.38709676","341"
"525.1101","323.58557","0.4128","0.38709676","358"
"526.4822","318.2857","0.4176","0.38709676","369"
"527.8214","314.16772","0.4176","0.38709676","392"
"527.8214","309.9297","0.42240003","0.38709676","409"
"527.8214","305.7436","0.4176","0.38709676","426"
"527.8214","303.08496","0.42720002","0.38709676","443"
"527.8214","300.92194","0.43680003","0.38709676","460"
"527.153","299.4286","0.44160002","0.38709676","477"
"525.0577","299.4286","0.4512","0.38709676","494"
"523.9953","299.6731","0.45600003","0.38709676","511"
"520.52936","301.64307","0.44160002","0.38709676","527"
"515.1499","305.53833","0.4128","0.38709676","544"
"504.7776","311.31952","0.4128","0.38709676","561"
"488.40656","322.02155","0.45600003","0.38709676","580"
"462.69104","338.8263","0.432","0.38709676","597"
"435.96497","355.2968","0.44160002","0.38709676","614"
"417.10718","367.14282","0.4656","0.38709676","628"
"398.87857","378.80914","0.47040004","0.38709676","648"
"367.08743","399.80597","0.4512","0.38709676","665"
"345.89117","413.06488","0.432","0.38709676","682"
"328.1264","424.97455","0.48960003","0.38709676","699"
"314.9831","434.77417","0.49920002","0.38709676","716"
"304.30957","442.97144","0.47520003","0.38709676","733"
"293.16995","451.7212","0.42240003","0.38709676","749"
"283.2921","458.41193","0.4128","0.38709676","766"
"273.34912","465.43365","0.40800002","0.38709676","783"
"262.6389","473.60303","0.38880002","0.38709676","800"
"255.45566","479.4605","0.46080002","0.38709676","817"
"247.31778","485.5692","0.48960003","0.38709676","834"
"241.1016","491.53674","0.49440002","0.38709676","851"
"236.07623","496.36108","0.4848","0.38709676","868"
"232.17798","500.1034","0.46080002","0.38709676","885"
"230.80142","502.84985","0.45600003","0.38709676","902"
"229.60715","506.22333","0.44640002","0.38709676","919"
"229.60715","509.99408","0.44160002","0.38709676","936"
"229.60715","513.9934","0.4128","0.38709676","952"
"232.02454","517.74927","0.38880002","0.38709676","969"
"236.3193","521.87225","0.38880002","0.38709676","986"
"243.54053","527.38916","0.40320003","0.38709676","1003"
"253.31857","533.57886","0.40800002","0.38709676","1020"
"266.6607","539.4286","0.42240003","0.38709676","1034"
"285.6056","546.89935","0.4656","0.38709676","1054"
"308.76965","556.9216","0.45600003","0.38709676","1071"
"335.33908","566.9356","0.432","0.38709676","1088"
"358.68918","576.6328","0.40800002","0.38709676","1105"
"384.71817","586.7784","0.39360002","0.38709676","1122"
"409.58243","595.24335","0.40320003","0.38709676","1139"
"428.65894","603.2592","0.4128","0.38709676","1155"
"446.83807","610.9638","0.4176","0.38709676","1172"
"469.52112","620.50336","0.4176","0.38709676","1189"
"509.30737","636.51666","0.384","0.38709676","1206"
"526.84753","645.2468","0.38880002","0.38709676","1223"
"546.18463","654.11694","0.384","0.38709676","1240"
"569.15094","666.10913","0.384","0.38709676","1257"
"590.07904","676.8058","0.384","0.38709676","1274"
"608.01654","684.33453","0.35040003","0.38709676","1291"
"619.2728","688.27966","0.34080002","0.38709676","1308"
"640.4954","695.801","0.34080002","0.38709676","1325"
"655.3699","700.8155","0.32160002","0.38709676","1341"
"666.7858","705.13153","0.2256","0.3548387","1358"
"674.77374","709.0248","0.1392","0.29032257","1375"
"675.1428","709.1429","0.10560001","0.2580645","1376"
