"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","tim","nexus-59"
"360.0","281.0","tim","nexus-59"
"178.0","102.0","tim","nexus-59"
"649.0","664.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"693.0","571.1429","0.1392","0.41935483","0"
"683.10675","566.82587","0.19680001","0.32258064","40"
"679.1607","564.28577","0.192","0.29032257","51"
"676.66876","562.322","0.192","0.32258064","68"
"667.86914","551.1087","0.24000001","0.3548387","86"
"653.0028","530.7137","0.24960001","0.3548387","103"
"641.4063","517.1927","0.2544","0.3548387","120"
"627.708","501.36395","0.26880002","0.3548387","136"
"609.0605","480.17883","0.31680003","0.3548387","153"
"588.4793","461.1737","0.30240002","0.3548387","170"
"573.5666","447.9154","0.28320003","0.32258064","187"
"553.419","429.8216","0.312","0.3548387","204"
"516.9301","398.39325","0.30240002","0.3548387","222"
"494.42053","380.2793","0.34080002","0.3548387","238"
"458.93286","350.3122","0.3312","0.3548387","255"
"440.70676","334.3391","0.3264","0.3548387","272"
"410.52615","305.45544","0.34080002","0.3548387","289"
"389.73285","285.14923","0.33600003","0.3548387","306"
"380.15167","274.16275","0.3456","0.3548387","323"
"358.01294","247.29489","0.35520002","0.3548387","340"
"333.28378","215.64307","0.3312","0.3548387","356"
"318.18552","195.57593","0.3456","0.3548387","374"
"307.91354","183.58041","0.36","0.3548387","390"
"297.55536","169.62561","0.3648","0.3548387","407"
"285.3871","150.77039","0.3456","0.3548387","424"
"279.13858","139.53604","0.33600003","0.3548387","441"
"274.73227","134.46298","0.3312","0.3548387","458"
"267.38477","126.552216","0.3264","0.3548387","475"
"260.98477","118.449066","0.36","0.3548387","492"
"254.82034","112.44986","0.35520002","0.3548387","509"
"250.53442","108.25061","0.3792","0.3548387","526"
"246.84326","105.11813","0.36960003","0.3548387","543"
"244.95377","103.3042","0.39360002","0.3548387","560"
"242.73889","101.17792","0.40800002","0.3548387","579"
"241.41946","100.57144","0.40800002","0.3548387","596"
"240.76788","100.57144","0.40320003","0.3548387","607"
"241.2143","101.47931","0.36960003","0.3548387","630"
"243.48877","103.61206","0.35520002","0.3548387","647"
"246.1702","107.70798","0.3648","0.3548387","664"
"252.3937","116.74423","0.37440002","0.3548387","680"
"260.0748","126.69525","0.384","0.3548387","697"
"275.34628","146.83182","0.3792","0.3548387","714"
"289.09015","164.16858","0.37440002","0.3548387","731"
"311.87463","193.32693","0.3456","0.3548387","748"
"334.99518","225.88336","0.34080002","0.3548387","765"
"354.55844","251.06165","0.35520002","0.3548387","782"
"381.2762","285.346","0.33600003","0.3548387","799"
"403.10745","313.91467","0.35520002","0.3548387","816"
"424.12662","343.341","0.3456","0.3548387","833"
"441.2143","365.0","0.37440002","0.3548387","848"
"455.27264","382.61572","0.3648","0.3548387","866"
"480.9348","416.70984","0.39360002","0.3548387","883"
"503.41162","448.37286","0.37440002","0.3548387","900"
"513.6777","464.73242","0.3648","0.3548387","917"
"527.407","486.5564","0.36960003","0.3548387","934"
"538.24396","503.0365","0.3648","0.3548387","951"
"548.26483","515.91626","0.37440002","0.3548387","968"
"553.07874","523.8403","0.3792","0.3548387","985"
"560.3387","535.3032","0.3792","0.3548387","1002"
"571.08813","549.7505","0.3648","0.3548387","1019"
"579.95667","561.8759","0.34080002","0.3548387","1036"
"585.49866","570.19806","0.33600003","0.3548387","1053"
"590.6421","576.5935","0.33600003","0.3548387","1069"
"595.3223","583.31604","0.3648","0.3548387","1086"
"599.25","590.8572","0.39360002","0.3548387","1102"
"603.88074","597.1235","0.3984","0.3548387","1120"
"611.61914","608.48584","0.3648","0.3548387","1137"
"617.85724","618.0573","0.3312","0.3548387","1154"
"626.59235","627.7394","0.312","0.3548387","1171"
"634.8465","638.7158","0.32160002","0.3548387","1188"
"641.9615","650.0527","0.31680003","0.3548387","1205"
"649.68585","659.847","0.28320003","0.32258064","1222"
"653.7379","666.03784","0.2784","0.3548387","1239"
"659.9643","672.2857","0.19680001","0.32258064","1249"
