"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","tim","nexus-59"
"340.0","367.0","tim","nexus-59"
"439.0","650.0","tim","nexus-59"
"106.0","619.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"534.0714","659.4286","0.096","0.16129032","0"
"524.4313","660.2857","0.096","0.16129032","72"
"522.1422","658.8454","0.096","0.16129032","84"
"518.7256","656.69653","0.096","0.16129032","97"
"515.241","652.8842","0.3072","0.3548387","110"
"512.0132","647.2782","0.3072","0.3548387","123"
"504.10236","630.1737","0.2976","0.3548387","144"
"496.35846","614.49945","0.3264","0.3548387","161"
"487.19647","593.8571","0.34080002","0.3548387","177"
"482.59357","581.3103","0.33600003","0.3548387","195"
"472.70068","558.7043","0.384","0.3548387","212"
"462.16498","533.8704","0.38880002","0.3548387","229"
"451.74872","509.87134","0.36","0.3548387","246"
"438.7106","484.90723","0.37440002","0.3548387","263"
"426.87567","462.34546","0.3648","0.3548387","279"
"417.02032","443.2619","0.4176","0.3548387","296"
"411.02954","431.107","0.42240003","0.3548387","313"
"401.31442","413.8567","0.39360002","0.3548387","330"
"390.074","394.37006","0.384","0.3548387","347"
"380.28186","380.39252","0.40320003","0.3548387","364"
"372.49728","368.0528","0.4128","0.3548387","381"
"367.34653","361.05902","0.42720002","0.3548387","398"
"363.19138","356.5266","0.42720002","0.3548387","415"
"360.84674","353.41858","0.42720002","0.3548387","432"
"359.881","352.49146","0.432","0.3548387","448"
"357.57693","351.7143","0.4512","0.3548387","465"
"356.39285","352.6745","0.45600003","0.3548387","482"
"356.39285","356.12482","0.4176","0.3548387","499"
"357.39484","363.27625","0.40320003","0.3548387","516"
"361.75177","378.29083","0.3792","0.3548387","533"
"369.77682","402.24872","0.36960003","0.3548387","550"
"375.14288","420.2857","0.3264","0.3548387","560"
"383.97122","449.1859","0.3312","0.3548387","584"
"394.9964","493.99243","0.31680003","0.3548387","601"
"402.3949","529.8907","0.33600003","0.3548387","618"
"407.23087","557.96985","0.3264","0.3548387","634"
"411.75885","584.9081","0.36","0.3548387","651"
"417.0316","606.8527","0.3456","0.3548387","668"
"421.5714","624.28577","0.3456","0.3548387","684"
"423.15378","632.3477","0.35040003","0.3548387","703"
"427.24246","647.62616","0.3648","0.3548387","719"
"428.7143","656.6671","0.36960003","0.3548387","736"
"430.63614","663.24927","0.37440002","0.3548387","753"
"430.5","667.3911","0.37440002","0.3548387","770"
"430.5","669.82556","0.37440002","0.3548387","787"
"428.1732","669.7143","0.3648","0.3548387","804"
"426.99734","669.7143","0.36","0.3548387","821"
"422.9916","668.6817","0.36","0.3548387","838"
"416.8336","666.4839","0.36","0.3548387","855"
"408.1359","663.6979","0.35040003","0.3548387","872"
"394.47064","659.32776","0.35520002","0.3548387","889"
"379.36533","654.5201","0.36960003","0.3548387","906"
"360.3897","650.18604","0.3648","0.3548387","922"
"339.42856","646.5714","0.36","0.3548387","938"
"330.83353","644.9105","0.37440002","0.3548387","956"
"313.3857","641.68225","0.38880002","0.3548387","973"
"294.66873","637.3291","0.38880002","0.3548387","990"
"277.7709","633.9838","0.38880002","0.3548387","1007"
"264.87906","630.7156","0.4128","0.3548387","1024"
"253.08221","626.9406","0.432","0.3548387","1041"
"239.11835","622.8537","0.40320003","0.3548387","1058"
"229.47763","621.0843","0.3984","0.3548387","1075"
"215.17471","617.96875","0.38880002","0.3548387","1092"
"198.27414","613.9801","0.36960003","0.3548387","1109"
"181.88205","611.9354","0.35520002","0.3548387","1125"
"167.96867","610.5714","0.35520002","0.3548387","1142"
"155.79039","609.6179","0.36960003","0.3548387","1159"
"144.58751","609.23816","0.3648","0.3548387","1176"
"131.7348","607.2911","0.2784","0.32258064","1193"
"125.02751","606.2673","0.1632","0.2580645","1210"
