"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","tim","nexus-59"
"274.0","724.0","tim","nexus-59"
"356.0","105.0","tim","nexus-59"
"454.0","391.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"303.7143","578.8572","0.192","0.41935483","0"
"293.84366","578.8572","0.44160002","0.41935483","50"
"291.9508","578.8572","0.44640002","0.41935483","65"
"289.86923","581.0055","0.45600003","0.41935483","82"
"287.66226","583.96277","0.42720002","0.41935483","99"
"285.4107","588.28577","0.42240003","0.41935483","116"
"284.2858","593.46246","0.3792","0.38709676","133"
"281.83612","611.0213","0.36960003","0.38709676","150"
"277.62827","639.8193","0.36","0.38709676","167"
"272.746","671.24976","0.3456","0.38709676","184"
"269.2288","697.23615","0.34080002","0.38709676","201"
"266.34894","717.53735","0.32160002","0.38709676","218"
"264.03555","732.8351","0.32160002","0.38709676","235"
"262.8231","739.1348","0.3264","0.38709676","252"
"260.90955","746.656","0.3312","0.38709676","269"
"258.53424","753.0314","0.3456","0.38709676","285"
"258.17856","757.4447","0.3456","0.38709676","302"
"258.17856","759.2949","0.34080002","0.38709676","319"
"258.17856","760.1428","0.3456","0.38709676","326"
"260.38098","757.19995","0.35520002","0.38709676","353"
"262.1964","752.4286","0.3648","0.38709676","367"
"266.62955","740.65125","0.384","0.38709676","387"
"276.5534","701.5972","0.3792","0.38709676","404"
"281.9928","674.1135","0.36960003","0.38709676","421"
"286.42917","645.5734","0.3648","0.38709676","438"
"289.14334","617.83325","0.37440002","0.38709676","455"
"294.98917","575.6563","0.37440002","0.38709676","472"
"299.22174","547.8408","0.3984","0.38709676","488"
"301.82562","532.40607","0.38880002","0.38709676","505"
"308.7127","485.61212","0.384","0.38709676","522"
"314.7291","436.8263","0.3984","0.38709676","539"
"318.92337","402.79114","0.40320003","0.38709676","556"
"322.9316","364.77948","0.40320003","0.38709676","575"
"326.11847","331.8244","0.39360002","0.3548387","592"
"328.2649","304.17975","0.3984","0.3548387","609"
"328.7143","281.70764","0.42240003","0.3548387","626"
"329.60715","256.8471","0.4128","0.3548387","643"
"329.60715","215.62949","0.4128","0.3548387","659"
"329.60715","192.25333","0.3984","0.3548387","676"
"329.60715","169.61765","0.40800002","0.3548387","693"
"329.60715","148.27707","0.40320003","0.3548387","710"
"329.60715","134.8067","0.39360002","0.3548387","727"
"329.60715","124.70776","0.40800002","0.3548387","744"
"329.60715","119.64087","0.4128","0.3548387","761"
"329.60715","113.31995","0.4128","0.3548387","778"
"329.60715","107.2189","0.42720002","0.3548387","795"
"329.60715","102.39105","0.42720002","0.3548387","812"
"330.35345","98.99783","0.42240003","0.3548387","829"
"330.5","97.02176","0.42240003","0.3548387","846"
"331.82156","95.01703","0.4176","0.3548387","863"
"333.625","95.42859","0.3984","0.3548387","878"
"334.07532","96.28946","0.36960003","0.3548387","896"
"338.27234","104.71686","0.35040003","0.3548387","913"
"347.85513","129.74188","0.33600003","0.3548387","930"
"363.2698","167.34796","0.33600003","0.3548387","947"
"374.5125","191.93262","0.36","0.3548387","964"
"389.26355","223.65152","0.32160002","0.3548387","981"
"398.02155","249.953","0.3264","0.3548387","998"
"406.8393","272.0","0.32160002","0.3548387","1013"
"413.67517","286.93958","0.34080002","0.3548387","1032"
"421.5171","311.2721","0.3648","0.3548387","1049"
"429.2656","331.23492","0.36","0.3548387","1066"
"431.56802","340.38702","0.3792","0.3548387","1082"
"434.36008","349.40704","0.3792","0.3548387","1099"
"436.7979","356.99518","0.3648","0.3548387","1116"
"438.02914","362.25543","0.2976","0.32258064","1133"
"440.2355","365.34613","0.23520002","0.29032257","1150"
"440.3214","365.4286","0.1824","0.2580645","1151"
