"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","tim","nexus-59"
"360.0","281.0","tim","nexus-59"
"178.0","102.0","tim","nexus-59"
"649.0","664.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"701.0357","606.2857","0.120000005","0.2580645","0"
"690.0036","600.99036","0.31680003","0.3548387","93"
"687.3323","599.13043","0.312","0.32258064","108"
"683.8259","596.9857","0.3264","0.3548387","123"
"679.1468","593.4196","0.34080002","0.3548387","138"
"673.7697","588.6818","0.3648","0.3548387","151"
"664.9238","580.1897","0.3648","0.3548387","168"
"655.0536","572.0","0.35520002","0.3548387","183"
"648.1046","564.16626","0.3456","0.3548387","202"
"630.95233","544.53076","0.3648","0.3548387","219"
"611.9655","523.3498","0.35520002","0.3548387","236"
"594.4526","504.6759","0.3648","0.3548387","252"
"576.2716","484.2517","0.38880002","0.3548387","269"
"557.82495","464.5177","0.36","0.3548387","286"
"538.8192","445.9215","0.3792","0.3548387","303"
"527.3745","433.71375","0.39360002","0.3548387","320"
"508.23633","411.6969","0.32160002","0.3548387","337"
"476.6746","376.13947","0.36960003","0.3548387","354"
"458.1784","352.99976","0.3648","0.3548387","371"
"442.6624","333.85364","0.36960003","0.3548387","388"
"419.6716","303.97852","0.384","0.3548387","404"
"408.60196","289.7599","0.36960003","0.3548387","421"
"395.85013","272.79102","0.3648","0.3548387","438"
"382.9287","255.37448","0.3648","0.3548387","455"
"364.30908","231.40594","0.3648","0.3548387","472"
"340.93448","200.38934","0.36","0.3548387","489"
"325.25574","183.82266","0.35520002","0.3548387","506"
"312.23883","170.33096","0.3648","0.3548387","523"
"294.47","150.83978","0.35040003","0.3548387","540"
"279.15814","136.69177","0.33600003","0.3548387","557"
"267.8164","127.68756","0.33600003","0.3548387","573"
"261.4314","123.250916","0.34080002","0.3548387","590"
"245.45755","111.26355","0.34080002","0.3548387","607"
"230.01917","98.06589","0.3312","0.3548387","624"
"215.56079","85.37265","0.3312","0.3548387","641"
"207.48982","80.41635","0.3456","0.3548387","658"
"201.2612","76.43005","0.3648","0.3548387","675"
"195.51021","74.23184","0.35040003","0.3548387","692"
"191.2673","72.31116","0.33600003","0.3548387","709"
"189.29663","71.365265","0.36960003","0.3548387","725"
"187.2013","70.57144","0.384","0.3548387","742"
"185.16136","70.57144","0.36960003","0.3548387","759"
"184.96428","72.31619","0.36960003","0.3548387","776"
"186.01839","76.023895","0.36960003","0.3548387","793"
"188.92322","82.45828","0.36960003","0.3548387","810"
"199.10742","101.15485","0.3792","0.3548387","827"
"212.45813","122.088684","0.38880002","0.3548387","844"
"219.85234","134.97595","0.38880002","0.3548387","861"
"246.10324","176.19702","0.37440002","0.3548387","878"
"263.57745","206.93729","0.40320003","0.3548387","894"
"280.2426","235.68988","0.39360002","0.3548387","911"
"295.664","260.40762","0.39360002","0.3548387","928"
"310.48602","284.32275","0.4128","0.3548387","945"
"336.5172","321.0752","0.40800002","0.3548387","962"
"355.43613","347.21857","0.38880002","0.3548387","979"
"363.8145","358.74713","0.4176","0.3548387","996"
"389.8274","391.43683","0.40800002","0.3548387","1013"
"418.41623","425.60767","0.43680003","0.3548387","1030"
"439.38312","449.95154","0.3984","0.3548387","1047"
"458.253","470.94452","0.40800002","0.3548387","1064"
"485.1507","497.24646","0.39360002","0.3548387","1081"
"502.03497","514.6736","0.36","0.3548387","1098"
"512.1964","524.4286","0.36960003","0.3548387","1110"
"530.5186","542.5913","0.38880002","0.3548387","1131"
"549.90967","561.4905","0.35520002","0.3548387","1148"
"563.1811","574.23096","0.34080002","0.3548387","1165"
"572.9176","585.4011","0.3072","0.3548387","1182"
"583.30695","597.65405","0.31680003","0.3548387","1199"
"590.2599","607.9409","0.3264","0.3548387","1216"
"597.0179","615.7143","0.312","0.3548387","1230"
"600.71606","619.6932","0.28800002","0.3548387","1250"
"608.11993","625.9156","0.1728","0.29032257","1267"
"608.1786","626.0","0.1296","0.2580645","1267"
