"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lou","nexus-79"
"274.0","724.0","lou","nexus-79"
"356.0","105.0","lou","nexus-79"
"454.0","391.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"285.85715","566.2857","0.2784","0.41935483","0"
"280.5","575.7143","0.5424","0.41935483","62"
"278.36465","582.1997","0.5472","0.41935483","78"
"275.923","590.1276","0.5616","0.41935483","92"
"272.07755","599.97095","0.5616","0.41935483","107"
"269.5002","608.3878","0.5472","0.48387095","116"
"262.70258","627.2757","0.5472","0.48387095","133"
"257.73212","640.0","0.56640005","0.48387095","146"
"254.36667","649.26404","0.58080006","0.48387095","167"
"250.4928","666.45514","0.57600003","0.54838705","183"
"248.4899","680.3782","0.56640005","0.54838705","200"
"247.4643","687.8416","0.5472","0.54838705","217"
"247.4643","693.4628","0.5472","0.54838705","233"
"247.4643","697.64166","0.5424","0.54838705","250"
"249.05948","698.2857","0.55200005","0.58064514","267"
"250.06482","697.5035","0.5712","0.61290324","284"
"252.13065","693.41797","0.6","0.61290324","300"
"258.8674","673.4223","0.6144","0.61290324","317"
"266.76785","644.3772","0.63360006","0.61290324","334"
"274.46927","603.9176","0.6624","0.61290324","350"
"279.84088","566.35443","0.69600004","0.61290324","367"
"283.49667","522.70984","0.7152","0.61290324","384"
"285.41074","481.00006","0.72","0.61290324","399"
"288.36597","454.07813","0.72480005","0.61290324","417"
"290.6568","399.12976","0.72480005","0.61290324","434"
"293.37857","355.2229","0.72480005","0.6451613","451"
"295.7676","325.94598","0.72480005","0.6774193","467"
"300.08057","291.10297","0.7152","0.6774193","484"
"305.85553","264.4072","0.70080006","0.6451613","501"
"311.96088","237.0553","0.7056","0.61290324","518"
"315.76782","221.2857","0.7152","0.61290324","529"
"321.10156","197.68033","0.73920006","0.61290324","551"
"330.1615","168.04868","0.744","0.61290324","568"
"334.50766","155.52441","0.7296","0.61290324","585"
"338.6141","145.66898","0.72","0.6451613","601"
"342.03192","136.28885","0.73440003","0.7096774","618"
"344.1454","130.12982","0.744","0.7419355","635"
"346.18515","126.4559","0.75360006","0.7419355","651"
"347.35175","124.96518","0.76320004","0.7419355","668"
"349.32263","125.78403","0.768","0.7096774","685"
"352.68756","129.37866","0.768","0.7419355","702"
"358.79742","139.18253","0.76320004","0.7096774","718"
"371.01413","163.26944","0.75360006","0.61290324","735"
"384.45395","193.42828","0.7296","0.61290324","752"
"398.56183","230.28229","0.70080006","0.6451613","768"
"408.52774","256.29022","0.67200005","0.6451613","785"
"412.50546","269.7142","0.6624","0.6451613","802"
"424.50552","303.10907","0.6384","0.6451613","819"
"431.10724","323.47473","0.6144","0.61290324","835"
"435.92145","337.8789","0.5712","0.61290324","852"
"443.0082","354.7956","0.43680003","0.61290324","869"
"445.67856","358.0","0.33600003","0.54838705","873"
