"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","lou","nexus-79"
"647.0","813.0","lou","nexus-79"
"604.0","604.0","lou","nexus-79"
"634.0","306.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"344.7857","689.7143","0.28800002","0.41935483","0"
"370.03134","704.0649","0.73920006","0.54838705","100"
"389.87497","714.1429","0.72","0.54838705","112"
"417.99905","726.65674","0.72480005","0.54838705","130"
"463.52234","748.85077","0.71040004","0.58064514","145"
"497.39502","764.3765","0.6624","0.58064514","157"
"532.1999","779.67316","0.62880003","0.58064514","174"
"559.61584","790.6463","0.59040004","0.61290324","190"
"585.59937","800.50745","0.6096","0.61290324","207"
"603.71515","807.7555","0.60480005","0.6451613","224"
"615.7678","811.42847","0.6144","0.6774193","237"
"622.55347","814.1886","0.6144","0.61290324","257"
"631.1648","815.71436","0.64320004","0.61290324","274"
"636.79083","815.71436","0.65760005","0.61290324","291"
"640.70306","814.4907","0.65760005","0.61290324","307"
"642.902","812.3799","0.6672","0.61290324","324"
"644.7857","807.17615","0.6672","0.61290324","341"
"644.7857","797.57715","0.67200005","0.6451613","357"
"643.8714","789.8353","0.6912","0.6451613","374"
"641.14606","770.2885","0.7152","0.61290324","391"
"637.674","743.894","0.744","0.61290324","408"
"633.23505","722.047","0.77760005","0.61290324","424"
"630.57477","709.002","0.79200006","0.61290324","441"
"627.0963","697.40265","0.78720003","0.61290324","458"
"624.41455","687.07544","0.79200006","0.61290324","475"
"621.5714","679.8572","0.78720003","0.61290324","487"
"618.54297","672.94214","0.78720003","0.6451613","508"
"615.5032","665.3806","0.77760005","0.61290324","525"
"613.3929","659.3029","0.7824","0.61290324","541"
"611.1989","650.74097","0.768","0.61290324","558"
"607.1456","640.45386","0.79200006","0.61290324","575"
"603.43286","621.2829","0.78720003","0.61290324","592"
"599.7645","595.7045","0.78720003","0.61290324","608"
"598.4041","573.32306","0.79200006","0.6451613","625"
"600.57495","513.8053","0.7968","0.6774193","642"
"606.75885","445.52985","0.8112","0.6774193","659"
"620.4182","380.53564","0.8256","0.6774193","675"
"637.9602","322.5241","0.80160004","0.7096774","692"
"657.6724","277.54318","0.78720003","0.6451613","709"
"675.1474","246.56412","0.6624","0.61290324","725"
"688.8341","226.95114","0.48960003","0.6451613","742"
"692.50024","221.4534","0.36960003","0.58064514","759"
