"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lou","nexus-79"
"274.0","724.0","lou","nexus-79"
"356.0","105.0","lou","nexus-79"
"454.0","391.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"287.64285","570.5714","0.2592","0.41935483","0"
"274.24356","586.8695","0.53760004","0.41935483","76"
"268.46405","598.8233","0.55200005","0.4516129","92"
"262.81332","616.12067","0.5568","0.48387095","109"
"256.41077","638.217","0.56640005","0.48387095","126"
"253.228","652.3864","0.5712","0.516129","140"
"250.5893","669.5714","0.56640005","0.54838705","155"
"249.36829","681.9486","0.5712","0.54838705","173"
"248.35715","693.9936","0.58080006","0.54838705","190"
"248.35715","701.6725","0.5856","0.54838705","207"
"248.35715","706.6952","0.5952","0.54838705","223"
"248.74518","709.8011","0.60480005","0.54838705","240"
"250.94345","710.2857","0.60480005","0.54838705","257"
"253.35345","707.20355","0.64320004","0.54838705","274"
"255.98865","703.3475","0.648","0.54838705","290"
"262.31424","688.86755","0.648","0.54838705","307"
"278.3835","641.5029","0.67200005","0.58064514","324"
"288.12427","600.76483","0.68160003","0.58064514","340"
"295.46643","555.7112","0.68640006","0.61290324","357"
"302.0","510.09137","0.7056","0.61290324","374"
"304.703","480.14044","0.7152","0.6774193","391"
"311.08963","437.00922","0.72","0.61290324","407"
"313.70123","420.82416","0.73440003","0.6451613","424"
"320.7058","385.9887","0.73440003","0.61290324","441"
"330.06262","342.5194","0.7728","0.61290324","457"
"334.33224","316.51544","0.7728","0.61290324","474"
"339.68686","289.21124","0.74880004","0.61290324","491"
"343.7154","265.5936","0.744","0.6451613","508"
"347.19116","242.00339","0.744","0.7096774","524"
"348.8036","224.7143","0.7296","0.6451613","537"
"350.30536","211.89474","0.73920006","0.6451613","558"
"351.51785","190.51434","0.75360006","0.7096774","574"
"351.92856","176.74124","0.75360006","0.7096774","591"
"351.92856","169.84204","0.75360006","0.61290324","608"
"351.92856","165.93115","0.74880004","0.61290324","625"
"351.92856","162.66571","0.73920006","0.6451613","641"
"351.92856","160.7453","0.744","0.6774193","658"
"351.92856","159.57141","0.744","0.7096774","668"
"354.6529","164.37354","0.73440003","0.6774193","708"
"358.065","170.67548","0.73920006","0.6451613","725"
"369.46024","188.85211","0.7296","0.61290324","742"
"384.0897","215.74936","0.72","0.6451613","758"
"405.00262","255.37296","0.69600004","0.61290324","775"
"418.74","285.1042","0.68160003","0.61290324","792"
"424.12543","299.37946","0.6768","0.61290324","808"
"437.49582","343.79163","0.6768","0.61290324","825"
"444.32742","370.81152","0.6768","0.61290324","842"
"448.47183","387.58325","0.648","0.61290324","859"
"452.61447","402.83258","0.58080006","0.61290324","875"
"456.58527","412.55414","0.3072","0.48387095","892"
