"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lou","nexus-79"
"253.0","458.0","lou","nexus-79"
"617.0","205.0","lou","nexus-79"
"461.0","346.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"180.5","334.85718","0.24960001","0.41935483","0"
"176.92857","344.2857","0.5712","0.41935483","62"
"179.15614","348.3506","0.5856","0.516129","78"
"182.97331","355.0345","0.5952","0.54838705","92"
"185.02965","358.98267","0.6","0.54838705","106"
"192.20662","368.4131","0.6144","0.54838705","116"
"208.93887","387.85687","0.6144","0.58064514","133"
"223.13763","400.64642","0.57600003","0.61290324","150"
"231.62527","408.79456","0.56640005","0.61290324","167"
"239.34076","414.22955","0.57600003","0.61290324","183"
"246.74545","416.91284","0.60480005","0.61290324","200"
"254.05356","417.14288","0.6528","0.61290324","217"
"259.74384","416.1781","0.65760005","0.61290324","234"
"279.05368","410.33313","0.6672","0.61290324","250"
"316.58652","390.86542","0.6768","0.61290324","267"
"339.52573","378.83228","0.6768","0.61290324","284"
"362.73865","365.58923","0.68160003","0.61290324","300"
"402.23206","340.90356","0.6672","0.61290324","317"
"435.1509","322.21204","0.65760005","0.61290324","334"
"467.5536","304.0","0.648","0.61290324","348"
"477.87482","296.24982","0.63360006","0.6451613","367"
"512.8304","274.3584","0.61920005","0.61290324","384"
"536.996","258.23468","0.6144","0.61290324","401"
"558.9875","244.31357","0.5856","0.6451613","417"
"573.6456","234.95825","0.57600003","0.6451613","434"
"584.0177","226.68155","0.5856","0.61290324","451"
"591.9819","220.9473","0.60480005","0.61290324","468"
"597.46436","217.0","0.62880003","0.61290324","480"
"601.8742","214.05215","0.63360006","0.61290324","501"
"605.3488","211.5737","0.648","0.61290324","518"
"607.4672","210.57144","0.6624","0.61290324","534"
"607.2857","211.91455","0.64320004","0.61290324","551"
"606.4407","215.62238","0.62880003","0.61290324","568"
"602.4027","221.46011","0.624","0.61290324","585"
"589.9265","237.7015","0.64320004","0.61290324","601"
"578.563","250.86002","0.63360006","0.61290324","618"
"544.1893","288.95367","0.648","0.61290324","635"
"513.4271","322.1043","0.648","0.61290324","652"
"491.10974","346.12262","0.6672","0.61290324","668"
"473.30472","367.49152","0.64320004","0.61290324","685"
"458.45795","385.11566","0.6","0.61290324","702"
"447.55267","399.05804","0.42240003","0.6451613","718"
"441.6607","406.0","0.2544","0.54838705","731"
"440.3214","406.85718","0.192","0.516129","743"
