"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lou","nexus-79"
"274.0","724.0","lou","nexus-79"
"356.0","105.0","lou","nexus-79"
"454.0","391.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"289.42856","598.8572","0.1728","0.41935483","0"
"281.25922","611.1138","0.68160003","0.41935483","140"
"279.50815","614.47577","0.6912","0.41935483","154"
"277.79385","618.65076","0.6912","0.41935483","167"
"275.9881","624.7543","0.69600004","0.41935483","181"
"275.53735","631.2492","0.68640006","0.41935483","193"
"274.25","638.87933","0.6768","0.41935483","204"
"273.54977","647.277","0.68160003","0.41935483","221"
"273.35715","660.17","0.6672","0.41935483","237"
"273.35715","676.9494","0.6672","0.41935483","254"
"273.35715","686.3801","0.68160003","0.41935483","271"
"273.35715","692.8375","0.69600004","0.41935483","287"
"273.35715","696.7902","0.70080006","0.41935483","304"
"273.35715","698.71423","0.69600004","0.41935483","317"
"273.35715","697.2658","0.72","0.41935483","337"
"273.9895","695.35736","0.72480005","0.41935483","354"
"278.40698","677.8498","0.72480005","0.41935483","371"
"284.74683","648.1097","0.72480005","0.4516129","387"
"294.7069","603.81854","0.72","0.4516129","404"
"301.6299","556.95966","0.72480005","0.48387095","421"
"307.29532","508.50067","0.73440003","0.516129","438"
"311.84192","462.45807","0.73440003","0.54838705","454"
"314.42856","435.14282","0.73920006","0.58064514","464"
"315.91418","387.50275","0.74880004","0.61290324","488"
"318.9326","330.39893","0.7584","0.6774193","504"
"321.05612","279.87204","0.76320004","0.6774193","521"
"323.80023","234.17828","0.7824","0.6451613","538"
"327.01334","200.08478","0.80640006","0.61290324","555"
"331.20483","175.3162","0.80640006","0.61290324","571"
"335.42233","150.50443","0.8112","0.61290324","588"
"337.58148","139.72314","0.81600004","0.61290324","605"
"341.718","127.93399","0.82080007","0.6451613","622"
"343.472","120.92642","0.82080007","0.7096774","638"
"345.46924","117.34378","0.85440004","0.7419355","655"
"347.51764","116.285706","0.86880004","0.7741935","672"
"349.56973","119.777985","0.8496","0.7419355","688"
"357.48248","137.99619","0.8256","0.7096774","711"
"367.99997","161.7143","0.7968","0.6774193","725"
"378.0234","185.73361","0.79200006","0.6451613","744"
"397.07297","238.03836","0.73440003","0.61290324","761"
"411.64636","278.17856","0.6912","0.61290324","777"
"420.74515","305.0489","0.648","0.61290324","794"
"429.5729","329.8382","0.60480005","0.61290324","811"
"438.1687","352.05255","0.4848","0.61290324","828"
"442.10715","374.46558","0.32160002","0.54838705","844"
"442.10715","375.14288","0.24480002","0.48387095","845"
