"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lou","nexus-59"
"253.0","458.0","lou","nexus-59"
"617.0","205.0","lou","nexus-59"
"461.0","346.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"144.7857","369.7143","0.15840001","0.41935483","0"
"150.56573","384.6917","0.6912","0.6451613","143"
"158.98111","392.77045","0.6912","0.6451613","157"
"168.41374","402.72705","0.7056","0.6451613","171"
"178.4677","412.33472","0.72480005","0.61290324","180"
"196.89691","430.02673","0.75360006","0.61290324","190"
"201.62369","435.19165","0.7728","0.61290324","197"
"206.78192","441.23065","0.7824","0.61290324","209"
"212.61443","447.67334","0.77760005","0.61290324","227"
"216.9784","451.87646","0.7824","0.6774193","244"
"219.91411","452.49023","0.7824","0.6451613","261"
"227.41055","452.35144","0.768","0.61290324","277"
"241.41486","447.18945","0.7824","0.61290324","293"
"260.7084","434.94806","0.79200006","0.6451613","309"
"279.64987","422.25836","0.78720003","0.61290324","326"
"311.89487","399.22516","0.7968","0.61290324","342"
"347.72223","376.1206","0.78720003","0.61290324","359"
"373.9573","358.511","0.79200006","0.6451613","376"
"397.16473","341.93793","0.79200006","0.6774193","392"
"433.33994","317.073","0.7824","0.61290324","409"
"470.30466","290.18396","0.7824","0.61290324","426"
"496.0357","271.93768","0.76320004","0.61290324","443"
"517.42664","256.95673","0.74880004","0.61290324","460"
"535.6443","244.71448","0.7584","0.61290324","477"
"555.65027","230.76099","0.7152","0.6774193","494"
"572.4239","220.02582","0.70080006","0.7096774","510"
"577.5682","216.46802","0.69600004","0.6774193","527"
"583.56354","212.61078","0.69600004","0.61290324","544"
"589.33966","211.14285","0.69600004","0.61290324","561"
"592.784","211.79263","0.69600004","0.61290324","578"
"593.8928","214.34998","0.71040004","0.6451613","595"
"591.1368","218.96881","0.72480005","0.61290324","612"
"585.3433","227.51486","0.75360006","0.61290324","629"
"567.96466","248.21216","0.744","0.61290324","646"
"553.10974","266.2564","0.74880004","0.61290324","662"
"526.7198","297.49634","0.7728","0.61290324","679"
"481.4488","346.02026","0.7968","0.61290324","703"
"466.4809","365.57343","0.78720003","0.61290324","720"
"454.36218","380.13153","0.75360006","0.6451613","737"
"443.71384","395.15485","0.4512","0.61290324","754"
