"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lou","nexus-59"
"253.0","458.0","lou","nexus-59"
"617.0","205.0","lou","nexus-59"
"461.0","346.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"193.0","356.0","0.1392","0.41935483","0"
"181.5334","353.4286","0.30240002","0.41935483","51"
"177.6693","353.4286","0.4128","0.41935483","65"
"174.32013","353.4286","0.51360005","0.41935483","82"
"170.67856","353.4286","0.6","0.41935483","99"
"168.46107","355.97192","0.67200005","0.41935483","116"
"168.0","359.58453","0.74880004","0.41935483","133"
"168.0","362.60004","0.7728","0.41935483","150"
"171.00627","369.48633","0.768","0.41935483","167"
"177.51271","379.7918","0.76320004","0.516129","184"
"185.57274","389.78668","0.768","0.54838705","201"
"196.26369","402.10266","0.80160004","0.54838705","218"
"203.67522","409.10535","0.80160004","0.54838705","235"
"209.70596","414.40613","0.79200006","0.61290324","251"
"217.25616","417.53577","0.7728","0.6774193","268"
"221.51862","418.55872","0.7728","0.7096774","285"
"234.30136","416.78357","0.77760005","0.6774193","302"
"252.06265","409.50708","0.77760005","0.6774193","319"
"279.80817","393.4469","0.7824","0.6774193","336"
"311.3498","372.9547","0.7824","0.61290324","353"
"344.66266","351.16357","0.768","0.61290324","370"
"375.99924","329.29498","0.768","0.61290324","387"
"404.29462","309.66467","0.76320004","0.61290324","404"
"425.27826","294.82147","0.76320004","0.61290324","420"
"466.71786","265.6889","0.72480005","0.61290324","437"
"506.00507","239.03592","0.7056","0.6774193","454"
"530.1357","222.78766","0.7056","0.61290324","471"
"549.2776","210.51547","0.68160003","0.61290324","488"
"567.3419","199.97","0.65760005","0.61290324","505"
"578.4488","193.69885","0.6384","0.61290324","522"
"584.1913","189.92331","0.6384","0.61290324","539"
"586.9383","189.19531","0.6528","0.61290324","556"
"590.5973","189.97913","0.648","0.61290324","575"
"590.6156","193.43512","0.648","0.6774193","592"
"588.59467","199.77356","0.6528","0.6774193","609"
"580.8856","212.87643","0.69600004","0.61290324","626"
"557.1223","246.77872","0.6912","0.61290324","643"
"528.57526","281.79297","0.72","0.61290324","660"
"503.26788","310.57147","0.72","0.61290324","673"
"482.6775","335.52295","0.744","0.61290324","693"
"453.4581","370.2754","0.7296","0.61290324","710"
"432.92517","397.07916","0.72480005","0.61290324","727"
"424.99905","408.8828","0.58080006","0.6451613","744"
"420.23212","413.42853","0.3312","0.516129","758"
