"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lou","nexus-80"
"516.0","278.0","lou","nexus-80"
"191.0","503.0","lou","nexus-80"
"627.0","704.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"462.64285","536.2857","0.264","0.41935483","0"
"457.2857","525.2492","0.61920005","0.41935483","88"
"459.0484","519.2312","0.624","0.48387095","102"
"461.86954","506.6839","0.64320004","0.516129","117"
"466.54306","492.5869","0.648","0.54838705","131"
"471.86057","470.79718","0.6624","0.61290324","145"
"477.23407","452.1577","0.6624","0.61290324","163"
"483.8908","425.55066","0.67200005","0.6451613","180"
"492.70734","383.68542","0.69600004","0.61290324","196"
"496.92102","360.86853","0.7056","0.61290324","213"
"499.33075","344.60016","0.7152","0.61290324","230"
"499.25","334.68066","0.72","0.61290324","246"
"499.25","326.6375","0.7152","0.61290324","263"
"498.22205","319.8968","0.71040004","0.61290324","280"
"497.1892","317.1861","0.7056","0.61290324","296"
"493.6209","313.16748","0.6912","0.61290324","313"
"488.2874","309.92053","0.6912","0.61290324","330"
"481.65918","309.14288","0.7152","0.61290324","346"
"472.39737","309.14288","0.71040004","0.61290324","363"
"457.565","312.2566","0.73440003","0.7096774","380"
"438.97876","318.95386","0.75360006","0.6451613","396"
"419.7857","328.0","0.73920006","0.61290324","409"
"401.36557","336.24475","0.7296","0.61290324","430"
"366.2062","358.5766","0.75360006","0.6451613","446"
"337.83276","375.87848","0.76320004","0.61290324","463"
"314.331","392.27588","0.75360006","0.61290324","479"
"290.70724","408.7696","0.75360006","0.6774193","496"
"267.37396","425.0605","0.7728","0.6451613","513"
"246.63431","441.00067","0.7584","0.6451613","529"
"237.58243","448.17218","0.74880004","0.6774193","546"
"223.71889","459.5799","0.75360006","0.7419355","563"
"211.0333","470.11658","0.7584","0.6774193","579"
"204.79642","476.87036","0.7584","0.61290324","596"
"201.76967","480.87653","0.7584","0.61290324","613"
"201.0357","485.008","0.76320004","0.61290324","629"
"202.79947","489.1007","0.768","0.61290324","646"
"209.64177","495.33923","0.768","0.61290324","663"
"219.02249","500.78687","0.76320004","0.6451613","679"
"261.2656","525.2372","0.76320004","0.61290324","696"
"310.46112","552.8038","0.7584","0.6451613","713"
"358.43558","579.0437","0.75360006","0.61290324","729"
"407.11224","602.20245","0.72","0.61290324","746"
"455.28198","624.8954","0.68160003","0.61290324","763"
"505.37378","647.5813","0.6144","0.61290324","779"
"533.1785","659.7143","0.5952","0.61290324","791"
"576.8146","679.5531","0.52320004","0.61290324","812"
"636.1418","708.4502","0.3792","0.61290324","829"
"698.76227","737.3049","0.2544","0.54838705","846"
"732.2857","746.71423","0.115200005","0.38709676","862"
