"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lou","nexus-80"
"340.0","367.0","lou","nexus-80"
"439.0","650.0","lou","nexus-80"
"106.0","619.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"515.3214","666.5714","0.26880002","0.41935483","0"
"505.23767","655.5303","0.6","0.41935483","96"
"503.38397","650.1916","0.60480005","0.41935483","110"
"501.13483","644.476","0.6096","0.41935483","124"
"499.24994","640.8571","0.60480005","0.4516129","132"
"492.56848","626.61847","0.61920005","0.48387095","153"
"475.60718","593.7487","0.65760005","0.48387095","170"
"460.2408","567.4755","0.68640006","0.48387095","187"
"443.4481","542.5024","0.68640006","0.516129","204"
"420.9255","507.39288","0.72480005","0.516129","220"
"406.71368","485.46356","0.71040004","0.516129","237"
"391.8057","462.11664","0.7056","0.58064514","253"
"384.3408","452.3199","0.70080006","0.58064514","270"
"366.90356","423.15942","0.72","0.58064514","287"
"349.41818","390.86206","0.7296","0.58064514","303"
"341.38416","377.41467","0.73440003","0.58064514","320"
"335.5551","369.13654","0.744","0.6451613","337"
"331.34177","363.95093","0.75360006","0.7096774","353"
"329.20767","361.0451","0.7584","0.6451613","370"
"327.37497","360.5714","0.7584","0.61290324","384"
"327.8214","361.4286","0.768","0.61290324","403"
"329.10327","365.97742","0.7824","0.61290324","420"
"331.95798","372.79938","0.768","0.61290324","437"
"337.53427","385.47107","0.7584","0.6774193","453"
"350.65994","411.27856","0.744","0.6774193","470"
"364.17203","437.18073","0.744","0.61290324","486"
"385.22757","475.93408","0.76320004","0.61290324","503"
"392.7776","491.10883","0.76320004","0.6451613","520"
"409.864","525.8075","0.74880004","0.6451613","536"
"427.59482","564.4018","0.744","0.61290324","553"
"434.49213","582.2198","0.74880004","0.61290324","570"
"439.807","595.6613","0.76320004","0.61290324","586"
"444.19547","607.7263","0.76320004","0.61290324","603"
"446.67877","617.2695","0.75360006","0.61290324","620"
"448.52142","624.34515","0.74880004","0.61290324","636"
"449.76004","628.6118","0.744","0.61290324","653"
"450.14285","634.85956","0.75360006","0.61290324","670"
"449.70206","640.8463","0.75360006","0.61290324","686"
"447.52112","645.0338","0.73920006","0.61290324","703"
"442.98682","648.0042","0.72","0.7096774","719"
"435.80386","650.0842","0.7296","0.7096774","736"
"426.1471","652.15","0.73440003","0.6451613","753"
"414.7151","652.0","0.7296","0.6774193","769"
"388.72232","651.43854","0.744","0.61290324","786"
"337.36288","649.34235","0.7728","0.61290324","803"
"293.8322","645.6285","0.76320004","0.6774193","819"
"262.0281","641.962","0.7584","0.61290324","836"
"213.19089","634.9323","0.73920006","0.61290324","853"
"176.76497","630.1505","0.71040004","0.61290324","869"
"139.18619","625.028","0.6768","0.61290324","886"
"125.05876","623.04254","0.65760005","0.61290324","903"
"93.17781","627.0697","0.5568","0.61290324","919"
"63.535713","631.4285","0.2544","0.516129","934"
