"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lou","nexus-80"
"516.0","278.0","lou","nexus-80"
"191.0","503.0","lou","nexus-80"
"627.0","704.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"477.8214","548.2857","0.22080001","0.41935483","0"
"470.67856","538.8572","0.6","0.41935483","88"
"471.6991","533.3465","0.6","0.4516129","112"
"474.53067","517.52625","0.6144","0.48387095","126"
"478.18356","496.4854","0.62880003","0.48387095","140"
"480.61084","477.58026","0.6384","0.54838705","154"
"484.79028","449.0025","0.648","0.54838705","173"
"486.75","427.83075","0.6624","0.58064514","190"
"487.30505","404.42432","0.6672","0.61290324","206"
"487.64282","386.7143","0.67200005","0.61290324","220"
"488.5357","371.5512","0.68640006","0.61290324","240"
"488.5357","349.5072","0.6912","0.61290324","256"
"488.5357","338.3069","0.6912","0.61290324","273"
"488.5357","331.13068","0.68640006","0.61290324","290"
"488.5357","327.19806","0.68640006","0.61290324","306"
"488.5357","323.73242","0.68160003","0.61290324","323"
"486.43738","321.6999","0.68160003","0.61290324","340"
"485.18842","320.50085","0.68160003","0.61290324","356"
"482.59283","319.4286","0.69600004","0.6451613","373"
"478.482","319.4286","0.744","0.61290324","390"
"472.84558","319.878","0.7584","0.61290324","406"
"465.5509","321.94495","0.7584","0.6451613","423"
"454.83148","325.92822","0.7584","0.6774193","440"
"439.73157","331.28314","0.768","0.61290324","456"
"421.64545","339.49225","0.73920006","0.6451613","473"
"413.50638","342.96484","0.73440003","0.6774193","489"
"381.51004","359.6468","0.75360006","0.61290324","506"
"344.99402","380.16907","0.76320004","0.61290324","523"
"321.53796","395.27307","0.77760005","0.61290324","539"
"299.63107","412.47986","0.7584","0.6774193","556"
"276.53192","431.28558","0.75360006","0.61290324","573"
"257.26028","448.88153","0.77760005","0.61290324","589"
"238.98215","466.42853","0.7728","0.6774193","605"
"234.47046","470.75983","0.76320004","0.7096774","623"
"222.29068","482.4524","0.74880004","0.61290324","639"
"215.22897","489.23163","0.73920006","0.61290324","656"
"210.74187","493.53925","0.744","0.61290324","673"
"208.19958","497.67395","0.74880004","0.61290324","689"
"208.17857","501.74512","0.76320004","0.61290324","706"
"211.05669","503.38153","0.78720003","0.61290324","723"
"214.42856","505.0","0.77760005","0.61290324","735"
"222.77316","508.38458","0.7728","0.61290324","756"
"262.50494","523.30225","0.7968","0.6774193","773"
"309.76105","542.82043","0.80160004","0.61290324","789"
"356.4365","563.18787","0.8112","0.6451613","806"
"398.81345","582.2086","0.82080007","0.6451613","822"
"444.02316","602.8759","0.80160004","0.61290324","839"
"485.58368","623.2152","0.81600004","0.6451613","856"
"501.55127","631.9588","0.8112","0.6774193","872"
"538.57294","650.1926","0.78720003","0.61290324","889"
"581.5549","672.37213","0.7056","0.61290324","906"
"603.8869","685.0829","0.62880003","0.61290324","922"
"629.73065","698.3504","0.47040004","0.61290324","939"
"660.1817","717.34064","0.33600003","0.58064514","956"
"673.3571","728.2857","0.19680001","0.48387095","965"
