"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lou","nexus-80"
"253.0","458.0","lou","nexus-80"
"617.0","205.0","lou","nexus-80"
"461.0","346.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"159.07143","342.5714","0.2736","0.41935483","0"
"163.6436","355.28094","0.64320004","0.48387095","94"
"172.46185","365.56866","0.6384","0.48387095","108"
"184.36732","380.32422","0.6384","0.48387095","122"
"197.90761","398.89368","0.6672","0.48387095","137"
"205.5","409.85718","0.6672","0.48387095","147"
"209.85362","417.22437","0.6624","0.48387095","167"
"219.29036","428.85815","0.6528","0.48387095","184"
"226.30704","437.1176","0.6528","0.48387095","200"
"233.52704","443.6516","0.648","0.48387095","217"
"240.08414","447.06696","0.6528","0.48387095","234"
"246.74857","447.74323","0.70080006","0.48387095","250"
"256.45407","445.12323","0.73920006","0.516129","267"
"264.78928","441.39832","0.74880004","0.54838705","284"
"289.05087","427.78357","0.73920006","0.58064514","300"
"322.7911","405.3518","0.7296","0.6451613","317"
"346.23447","389.0924","0.72","0.6451613","334"
"369.5506","373.00763","0.72","0.61290324","350"
"403.63992","350.78992","0.72","0.6774193","367"
"426.82846","335.18158","0.7152","0.61290324","384"
"450.3016","320.89","0.70080006","0.61290324","400"
"461.1088","314.28784","0.70080006","0.61290324","417"
"492.42786","293.8194","0.69600004","0.6451613","434"
"520.54425","274.86172","0.6768","0.61290324","450"
"535.42377","265.84818","0.6768","0.61290324","467"
"551.0302","256.86017","0.6528","0.61290324","483"
"567.55133","247.06244","0.63360006","0.6774193","500"
"579.5221","240.4184","0.6384","0.61290324","517"
"585.8571","237.14285","0.648","0.61290324","530"
"591.11774","234.31662","0.65760005","0.61290324","550"
"596.0129","232.2681","0.65760005","0.61290324","567"
"598.41895","232.0","0.6624","0.61290324","583"
"599.25","233.30643","0.64320004","0.61290324","600"
"598.4513","236.10492","0.624","0.61290324","617"
"595.2626","240.11365","0.6384","0.6451613","633"
"589.2862","248.02802","0.6672","0.61290324","650"
"583.79144","254.43683","0.6672","0.61290324","667"
"563.52026","274.9513","0.68160003","0.61290324","683"
"532.68","307.48425","0.6912","0.61290324","700"
"511.74133","326.3789","0.6912","0.6451613","716"
"491.99622","346.30878","0.73440003","0.61290324","733"
"474.37897","363.87616","0.72","0.61290324","750"
"459.9006","377.77545","0.6912","0.6451613","766"
"446.7924","390.3593","0.65760005","0.7096774","783"
"441.55963","397.13586","0.624","0.6774193","800"
"432.64813","409.3352","0.35520002","0.516129","816"
"429.60715","415.4286","0.2064","0.4516129","827"
