"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lyle","nexus-79"
"340.0","367.0","lyle","nexus-79"
"439.0","650.0","lyle","nexus-79"
"106.0","619.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"512.6428","673.4286","0.3456","0.41935483","0"
"509.00824","660.38947","0.7296","0.41935483","81"
"505.99115","654.8502","0.768","0.41935483","96"
"504.5067","651.80725","0.7824","0.41935483","111"
"499.52454","643.29645","0.7728","0.48387095","125"
"489.32104","629.3072","0.76320004","0.48387095","136"
"471.6678","607.3299","0.79200006","0.48387095","152"
"457.2521","587.05133","0.7824","0.516129","169"
"442.62308","564.9824","0.7728","0.54838705","186"
"428.15567","543.1573","0.76320004","0.54838705","202"
"414.1406","518.5465","0.74880004","0.54838705","219"
"406.3691","504.52588","0.74880004","0.54838705","236"
"393.6059","480.87762","0.75360006","0.54838705","253"
"375.50107","445.08856","0.74880004","0.54838705","269"
"367.12823","427.46906","0.744","0.54838705","286"
"358.74506","408.56702","0.72","0.54838705","303"
"354.2442","394.669","0.7296","0.54838705","320"
"351.45734","387.50006","0.73920006","0.54838705","336"
"349.30347","382.95984","0.74880004","0.54838705","353"
"348.31418","381.06036","0.7584","0.54838705","370"
"348.35715","378.14594","0.744","0.58064514","386"
"348.35715","380.19513","0.75360006","0.6451613","403"
"350.4043","383.35913","0.73920006","0.61290324","420"
"354.47815","392.56824","0.73440003","0.6451613","437"
"366.0845","416.01575","0.75360006","0.61290324","453"
"381.76205","453.28668","0.7584","0.61290324","470"
"397.4643","495.14282","0.73920006","0.6451613","485"
"402.73398","517.9498","0.74880004","0.61290324","504"
"412.10052","563.68243","0.76320004","0.61290324","520"
"416.07864","589.2712","0.7728","0.61290324","537"
"419.3615","606.6568","0.7728","0.6774193","554"
"422.7643","622.15094","0.77760005","0.6451613","570"
"424.60764","630.2305","0.7824","0.61290324","587"
"424.25","635.8005","0.7968","0.61290324","604"
"424.25","640.4286","0.80160004","0.61290324","616"
"424.25","643.1284","0.82080007","0.61290324","637"
"424.25","647.1","0.8112","0.61290324","654"
"423.40088","649.3866","0.8112","0.61290324","671"
"421.02396","651.40564","0.79200006","0.6451613","688"
"416.50244","652.0","0.76320004","0.61290324","704"
"404.9392","651.1884","0.76320004","0.6774193","721"
"376.54477","646.24963","0.77760005","0.61290324","738"
"343.341","641.05457","0.78720003","0.61290324","755"
"303.36008","634.8907","0.7968","0.61290324","771"
"256.9857","626.8567","0.8112","0.61290324","788"
"225.95728","621.9863","0.79200006","0.61290324","805"
"209.87758","620.06104","0.78720003","0.61290324","821"
"196.55673","618.32446","0.78720003","0.61290324","838"
"186.67708","618.9283","0.7584","0.61290324","855"
"184.07143","619.4286","0.6528","0.61290324","859"
