"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lyle","nexus-79"
"340.0","367.0","lyle","nexus-79"
"439.0","650.0","lyle","nexus-79"
"106.0","619.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"528.7143","687.1429","0.24000001","0.41935483","0"
"520.6714","674.258","0.624","0.41935483","60"
"518.7127","663.8197","0.6624","0.41935483","75"
"517.1071","650.1309","0.6672","0.41935483","91"
"515.26263","633.5488","0.6624","0.41935483","108"
"513.1405","623.0539","0.67200005","0.41935483","125"
"507.3952","605.1725","0.7056","0.41935483","142"
"497.04736","580.23956","0.72480005","0.516129","158"
"485.39813","557.43066","0.74880004","0.516129","175"
"475.55756","537.0819","0.73920006","0.516129","192"
"466.31897","514.24115","0.72480005","0.516129","208"
"455.08713","491.27734","0.73920006","0.516129","225"
"443.89282","468.5714","0.72480005","0.54838705","242"
"437.16217","455.64856","0.72480005","0.54838705","259"
"418.2248","426.05597","0.72480005","0.54838705","275"
"400.5074","399.76526","0.72","0.58064514","292"
"386.74353","382.33545","0.74880004","0.58064514","309"
"377.2041","371.346","0.74880004","0.58064514","325"
"368.84644","363.09833","0.72480005","0.58064514","342"
"361.97055","356.17474","0.73920006","0.58064514","359"
"358.17853","352.00006","0.744","0.58064514","375"
"355.87634","349.78986","0.744","0.61290324","392"
"351.83072","347.66736","0.744","0.61290324","409"
"348.8982","345.83112","0.7728","0.61290324","426"
"347.11322","346.0","0.80160004","0.61290324","442"
"346.5714","347.35114","0.80640006","0.61290324","459"
"348.20026","351.54816","0.79200006","0.6451613","476"
"354.90915","364.2931","0.79200006","0.61290324","493"
"378.26788","400.4286","0.75360006","0.61290324","509"
"388.64548","421.0843","0.75360006","0.61290324","526"
"412.92267","469.8589","0.744","0.61290324","543"
"431.66833","513.31305","0.744","0.61290324","559"
"445.8632","550.19666","0.7296","0.6451613","576"
"451.9985","574.2686","0.74880004","0.61290324","593"
"456.48022","594.04987","0.74880004","0.6451613","610"
"458.65405","611.08044","0.7296","0.6774193","627"
"460.41074","622.0","0.73920006","0.61290324","640"
"459.9643","629.6076","0.744","0.61290324","660"
"459.9643","637.18896","0.76320004","0.61290324","677"
"459.9643","643.23785","0.77760005","0.61290324","694"
"459.9643","647.4009","0.768","0.61290324","710"
"459.9643","651.5104","0.7728","0.61290324","727"
"459.9643","655.6597","0.78720003","0.61290324","744"
"459.9643","658.4169","0.79200006","0.61290324","761"
"459.22485","659.567","0.7824","0.61290324","777"
"457.19183","660.5714","0.76320004","0.61290324","794"
"453.8971","660.5714","0.7728","0.6451613","811"
"448.22238","660.5714","0.79200006","0.7096774","827"
"437.71844","660.5714","0.7824","0.7096774","844"
"415.59344","658.3603","0.7824","0.7419355","861"
"378.45642","655.69366","0.768","0.7419355","878"
"333.46005","652.0451","0.77760005","0.7419355","894"
"308.8601","650.2009","0.8112","0.7419355","911"
"258.14334","649.4286","0.80640006","0.6774193","928"
"201.39142","649.4286","0.80640006","0.7096774","944"
"159.31706","649.4286","0.7824","0.6451613","961"
"141.97911","648.6938","0.76320004","0.6451613","978"
"141.21428","648.5714","0.648","0.61290324","979"
