"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-79"
"253.0","458.0","lyle","nexus-79"
"617.0","205.0","lyle","nexus-79"
"461.0","346.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"172.46428","405.14288","0.49440002","0.61290324","0"
"180.98297","416.2224","0.80160004","0.54838705","101"
"189.28903","427.06964","0.8256","0.54838705","115"
"198.33237","439.56195","0.81600004","0.54838705","130"
"208.64194","454.56415","0.82080007","0.61290324","145"
"213.97453","463.52295","0.8352","0.61290324","157"
"220.11998","473.39203","0.84000003","0.61290324","174"
"222.8159","476.73578","0.84000003","0.61290324","190"
"230.14645","484.51776","0.83040005","0.61290324","207"
"235.89648","488.59662","0.8352","0.61290324","224"
"242.13666","491.72375","0.82080007","0.61290324","240"
"248.00357","493.60114","0.80640006","0.61290324","257"
"254.242","493.83112","0.78720003","0.6451613","274"
"261.21017","491.11627","0.7728","0.7096774","291"
"272.12155","483.55988","0.7824","0.61290324","307"
"277.57248","479.19916","0.77760005","0.61290324","324"
"299.29398","455.6615","0.7584","0.61290324","341"
"330.67416","420.7248","0.7584","0.61290324","358"
"357.77255","392.67548","0.73920006","0.61290324","374"
"376.20828","375.93665","0.744","0.61290324","391"
"405.22885","351.90338","0.74880004","0.61290324","408"
"437.06598","327.34393","0.7296","0.61290324","425"
"461.3654","311.04773","0.744","0.61290324","441"
"478.61783","298.5246","0.744","0.61290324","458"
"505.55585","280.53568","0.72480005","0.6774193","475"
"543.0631","256.70828","0.7152","0.61290324","492"
"553.7988","251.17813","0.70080006","0.61290324","508"
"574.00916","238.33331","0.6912","0.61290324","525"
"590.11816","228.70148","0.7152","0.6451613","542"
"602.0728","222.07361","0.7152","0.7096774","558"
"611.6306","216.81165","0.72480005","0.7419355","575"
"620.2322","213.14285","0.7296","0.6774193","590"
"623.6907","211.60754","0.73920006","0.6451613","609"
"628.3883","209.87076","0.7584","0.6451613","625"
"631.28546","208.85715","0.7824","0.7096774","642"
"632.89655","208.85715","0.77760005","0.7419355","659"
"634.72925","208.85715","0.79200006","0.7419355","676"
"636.3035","208.85715","0.80640006","0.7419355","690"
"634.7891","211.76492","0.81600004","0.7419355","709"
"630.8877","217.0564","0.8112","0.6774193","726"
"626.5046","222.00882","0.80160004","0.7096774","743"
"607.0561","243.44617","0.77760005","0.6774193","759"
"566.68805","281.7132","0.77760005","0.7419355","776"
"539.9424","307.15607","0.78720003","0.6774193","793"
"518.9704","325.27582","0.79200006","0.6451613","810"
"501.96637","342.5351","0.78720003","0.6774193","826"
"480.4126","363.71228","0.7728","0.61290324","843"
"462.0717","385.00397","0.70080006","0.61290324","860"
"454.40952","395.11804","0.48000002","0.58064514","876"
