"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lyle","nexus-79"
"274.0","724.0","lyle","nexus-79"
"356.0","105.0","lyle","nexus-79"
"454.0","391.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"268.0","678.5714","0.3648","0.41935483","0"
"268.0","665.9804","0.68640006","0.48387095","78"
"270.7849","656.8366","0.7296","0.48387095","93"
"274.37","642.96783","0.7152","0.516129","107"
"281.0342","622.304","0.7296","0.516129","122"
"284.51782","610.8572","0.75360006","0.516129","133"
"287.73495","604.9365","0.768","0.516129","150"
"293.36444","593.0145","0.79200006","0.516129","166"
"297.76083","585.573","0.80640006","0.516129","183"
"299.62708","582.2094","0.82080007","0.516129","200"
"301.6018","581.7143","0.8352","0.516129","216"
"303.49762","583.2206","0.83040005","0.54838705","233"
"305.2506","586.37836","0.8256","0.61290324","250"
"307.4716","593.571","0.84000003","0.61290324","267"
"308.32767","596.8583","0.83040005","0.61290324","283"
"310.41647","613.07196","0.84000003","0.61290324","300"
"311.75","638.5379","0.85440004","0.61290324","317"
"311.75","657.9681","0.8112","0.6451613","334"
"311.75","679.13245","0.77760005","0.61290324","350"
"311.75","691.69415","0.78720003","0.61290324","367"
"309.9643","703.0487","0.7728","0.61290324","384"
"309.9643","711.1429","0.768","0.61290324","399"
"308.34094","714.1037","0.76320004","0.61290324","417"
"306.34323","718.95245","0.75360006","0.61290324","434"
"306.39285","722.60785","0.744","0.61290324","451"
"306.39285","724.4286","0.75360006","0.61290324","466"
"306.39285","721.27014","0.7296","0.61290324","484"
"308.61212","712.93115","0.73440003","0.61290324","501"
"313.0603","692.7012","0.70080006","0.6451613","518"
"316.21426","672.5714","0.72","0.61290324","530"
"319.41534","647.79974","0.70080006","0.61290324","551"
"324.3224","602.84186","0.7296","0.61290324","568"
"326.75412","568.77765","0.7152","0.61290324","584"
"328.69333","542.56744","0.7584","0.61290324","601"
"332.79166","507.00946","0.77760005","0.61290324","618"
"334.43713","475.6562","0.7584","0.61290324","635"
"337.9167","438.51392","0.7728","0.61290324","651"
"339.875","415.85718","0.76320004","0.61290324","665"
"341.89368","399.72028","0.768","0.61290324","685"
"346.28308","362.97028","0.7728","0.61290324","701"
"351.3504","324.54102","0.768","0.61290324","718"
"355.1825","286.62915","0.7584","0.61290324","735"
"357.92004","259.8352","0.7296","0.6451613","752"
"359.0714","240.24811","0.7296","0.6451613","768"
"360.22232","222.17044","0.72","0.61290324","785"
"360.9685","203.28845","0.73440003","0.6774193","802"
"360.85715","185.97284","0.7296","0.7096774","819"
"360.85715","179.384","0.72480005","0.6451613","835"
"361.70813","170.52689","0.7296","0.61290324","852"
"364.14542","159.23712","0.72","0.61290324","869"
"366.69373","149.98438","0.72480005","0.6774193","885"
"369.1694","143.05057","0.73920006","0.7419355","902"
"370.6426","135.31546","0.75360006","0.7741935","919"
"372.19577","129.05908","0.7728","0.7741935","936"
"373.51364","125.26361","0.7968","0.80645156","952"
"375.09927","123.18469","0.8112","0.80645156","969"
"376.77573","123.14285","0.82080007","0.7741935","986"
"377.74774","123.92926","0.8112","0.7419355","1003"
"379.6481","129.30017","0.77760005","0.6451613","1019"
"386.42746","148.06506","0.73440003","0.61290324","1036"
"395.0572","174.19788","0.7056","0.61290324","1053"
"403.15402","199.03073","0.7056","0.61290324","1069"
"417.32495","233.2266","0.7056","0.61290324","1086"
"433.7519","266.52933","0.72","0.61290324","1103"
"445.04144","291.6748","0.73440003","0.61290324","1120"
"454.1607","307.85712","0.74880004","0.61290324","1132"
"466.0383","330.23358","0.74880004","0.6774193","1153"
"484.11664","363.50818","0.7584","0.61290324","1170"
"494.34503","378.92096","0.72","0.61290324","1186"
"494.7857","379.4286","0.5424","0.54838705","1187"
