"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lyle","nexus-79"
"516.0","278.0","lyle","nexus-79"
"191.0","503.0","lyle","nexus-79"
"627.0","704.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"472.4643","582.5714","0.3648","0.41935483","0"
"476.89447","567.2738","0.7152","0.54838705","108"
"478.83768","557.0036","0.7296","0.54838705","124"
"480.81116","543.02594","0.7152","0.58064514","139"
"484.24835","520.18176","0.71040004","0.61290324","154"
"486.50287","506.11365","0.7152","0.61290324","163"
"489.66315","478.27625","0.69600004","0.6774193","180"
"491.7702","450.81372","0.7056","0.61290324","197"
"493.4464","428.2857","0.7056","0.61290324","211"
"494.92072","410.3152","0.7152","0.61290324","230"
"499.8468","368.56073","0.69600004","0.61290324","247"
"502.54846","343.14423","0.7152","0.61290324","264"
"504.4073","325.24896","0.72480005","0.61290324","280"
"506.3028","306.7516","0.72","0.61290324","297"
"508.44983","283.13574","0.7152","0.61290324","314"
"509.50952","271.03992","0.70080006","0.61290324","331"
"511.30353","262.4286","0.7056","0.61290324","345"
"510.85712","259.644","0.71040004","0.61290324","364"
"510.85712","255.92584","0.7296","0.61290324","381"
"510.41907","253.86517","0.74880004","0.61290324","397"
"509.34857","252.57144","0.768","0.61290324","414"
"507.35333","252.57144","0.77760005","0.61290324","431"
"505.43018","253.4956","0.73920006","0.6451613","448"
"500.9381","258.90283","0.72480005","0.61290324","464"
"490.3214","273.57144","0.70080006","0.61290324","480"
"474.96957","295.4214","0.71040004","0.61290324","498"
"436.8457","345.78027","0.70080006","0.61290324","515"
"398.8366","391.84503","0.6672","0.61290324","531"
"362.71152","429.8371","0.6768","0.61290324","548"
"330.26105","458.55133","0.6672","0.61290324","565"
"306.7163","476.48138","0.6912","0.61290324","581"
"275.9711","493.45953","0.73440003","0.61290324","598"
"260.2962","500.68634","0.73920006","0.61290324","615"
"242.41626","507.90112","0.7584","0.61290324","632"
"223.47632","513.7571","0.76320004","0.6774193","648"
"212.06319","517.6512","0.76320004","0.6451613","665"
"205.76259","519.34454","0.75360006","0.61290324","682"
"200.23326","521.2423","0.73920006","0.61290324","699"
"195.9856","523.2812","0.73440003","0.61290324","715"
"191.93205","525.2269","0.72","0.61290324","732"
"189.71948","526.5779","0.7152","0.61290324","749"
"187.9608","528.2662","0.7056","0.61290324","766"
"186.75","530.28687","0.71040004","0.7096774","782"
"186.75","532.16266","0.69600004","0.7419355","799"
"189.50807","534.181","0.68640006","0.7096774","816"
"197.46259","537.9993","0.67200005","0.6451613","832"
"222.1078","547.56067","0.69600004","0.61290324","849"
"260.274","560.6847","0.72","0.61290324","866"
"283.87534","570.1234","0.72","0.6451613","883"
"322.2184","587.90955","0.72480005","0.61290324","899"
"367.8304","607.08923","0.76320004","0.61290324","916"
"414.34192","626.4817","0.76320004","0.61290324","933"
"463.77823","647.66425","0.76320004","0.61290324","950"
"509.34894","662.6603","0.76320004","0.61290324","966"
"556.9919","673.9737","0.73440003","0.61290324","983"
"589.4286","681.5714","0.72","0.61290324","999"
"604.8441","685.59973","0.71040004","0.61290324","1016"
"649.96783","698.30255","0.68160003","0.61290324","1033"
"671.7607","706.2825","0.68160003","0.61290324","1050"
"685.249","711.5951","0.5472","0.61290324","1067"
