"ChallengeX","ChallengeY","Tester Name","Device Name"
"598.0","111.0","Ryan","nexus-03"
"302.0","632.0","Ryan","nexus-03"
"371.0","168.0","Ryan","nexus-03"
"254.0","367.0","Ryan","nexus-03"
"X","Y","PRESSURE"
"582.125","355.30304","0.033600003"
