"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","tim","nexus-79"
"516.0","278.0","tim","nexus-79"
"191.0","503.0","tim","nexus-79"
"627.0","704.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"473.35715","580.8572","0.0816","0.19354838","0"
"473.2912","570.69806","0.24480002","0.32258064","142"
"473.4551","565.1465","0.23040001","0.32258064","157"
"475.58203","557.3205","0.23520002","0.32258064","172"
"477.482","546.81213","0.23040001","0.32258064","186"
"479.11868","539.87573","0.22080001","0.32258064","200"
"483.79187","522.06476","0.24480002","0.3548387","217"
"489.0464","489.78326","0.26880002","0.3548387","234"
"493.78412","464.26367","0.2784","0.3548387","251"
"497.76074","441.7287","0.264","0.32258064","267"
"503.03784","417.90924","0.24000001","0.32258064","284"
"506.82776","400.90125","0.24000001","0.29032257","301"
"510.85718","386.28577","0.2256","0.29032257","316"
"512.2232","377.61127","0.22080001","0.29032257","334"
"516.7208","355.44092","0.2256","0.32258064","351"
"519.5531","344.32166","0.22080001","0.32258064","368"
"521.7128","336.02832","0.28320003","0.3548387","385"
"523.8095","327.9771","0.30240002","0.3548387","401"
"526.1206","319.18408","0.28800002","0.32258064","418"
"527.29877","313.21954","0.2784","0.32258064","435"
"528.5485","309.62036","0.28800002","0.3548387","452"
"528.7143","305.112","0.30240002","0.3548387","468"
"528.7143","300.93823","0.26880002","0.32258064","485"
"528.7143","297.6142","0.2928","0.3548387","502"
"528.7143","293.7422","0.3072","0.3548387","518"
"528.7143","291.69513","0.31680003","0.3548387","535"
"528.7143","289.6988","0.32160002","0.3548387","552"
"527.5774","288.5714","0.30240002","0.32258064","569"
"526.5769","288.5714","0.28320003","0.29032257","585"
"524.19476","289.0265","0.312","0.3548387","602"
"519.3794","291.33795","0.2592","0.29032257","619"
"514.64886","294.7162","0.2736","0.32258064","636"
"507.49133","300.4234","0.28800002","0.3548387","652"
"488.357","312.70007","0.312","0.3548387","669"
"464.1018","330.3081","0.2736","0.29032257","686"
"449.88458","342.1717","0.2976","0.3548387","705"
"422.90768","360.28015","0.28320003","0.32258064","722"
"387.70657","385.37964","0.2976","0.3548387","739"
"371.82227","397.23596","0.2928","0.3548387","756"
"356.21384","406.66693","0.3072","0.3548387","772"
"334.11475","418.83636","0.2736","0.29032257","789"
"322.15436","426.1717","0.31680003","0.3548387","806"
"299.25","440.28577","0.2592","0.29032257","822"
"294.2465","442.99634","0.24960001","0.29032257","839"
"282.89825","450.39","0.2736","0.32258064","856"
"276.68167","454.60638","0.30240002","0.3548387","873"
"268.56488","458.87177","0.264","0.32258064","889"
"262.18903","462.86188","0.26880002","0.3548387","906"
"256.24072","467.00317","0.24960001","0.32258064","923"
"251.97906","470.26147","0.2544","0.3548387","940"
"249.25","471.57147","0.28800002","0.3548387","954"
"246.17786","474.94922","0.2592","0.29032257","973"
"244.21118","478.24597","0.264","0.29032257","990"
"242.21286","482.0827","0.24000001","0.2580645","1007"
"241.2143","486.1573","0.2256","0.22580644","1023"
"241.2143","490.3694","0.2592","0.2580645","1040"
"241.2143","494.6681","0.23520002","0.2580645","1057"
"244.1983","500.297","0.28800002","0.32258064","1074"
"246.44095","502.73193","0.2976","0.3548387","1090"
"251.03958","508.86084","0.2928","0.3548387","1107"
"259.6514","516.50256","0.2592","0.32258064","1124"
"269.26053","524.56805","0.264","0.32258064","1140"
"282.03058","533.26526","0.2736","0.32258064","1157"
"301.57425","542.8583","0.2592","0.29032257","1174"
"316.0815","551.5008","0.31680003","0.3548387","1191"
"328.26785","558.5715","0.3312","0.3548387","1205"
"346.02637","567.231","0.33600003","0.3548387","1224"
"387.61993","583.5912","0.3072","0.3548387","1241"
"414.9861","595.20435","0.32160002","0.3548387","1258"
"442.00272","608.7987","0.33600003","0.3548387","1274"
"469.71964","620.65204","0.2784","0.32258064","1291"
"497.06134","633.55774","0.2736","0.3548387","1308"
"524.5369","645.66565","0.2976","0.3548387","1325"
"536.8762","652.31415","0.3072","0.3548387","1341"
"578.76874","674.67413","0.2544","0.29032257","1358"
"605.3706","689.27203","0.2736","0.3548387","1375"
"617.74194","697.27997","0.2592","0.3548387","1391"
"632.3442","708.18964","0.2976","0.3548387","1408"
"646.0777","718.25543","0.3456","0.3548387","1425"
"659.6815","727.81903","0.35040003","0.3548387","1442"
"665.0039","732.2666","0.35040003","0.3548387","1458"
"671.1966","738.21155","0.32160002","0.3548387","1475"
"675.634","742.4715","0.28800002","0.3548387","1492"
"679.84576","746.51483","0.28320003","0.3548387","1509"
"682.09753","748.6765","0.28800002","0.3548387","1525"
"683.625","748.8572","0.2592","0.3548387","1537"
