"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","tim","nexus-79"
"253.0","458.0","tim","nexus-79"
"617.0","205.0","tim","nexus-79"
"461.0","346.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"182.2857","366.5714","0.0864","0.19354838","0"
"186.07741","379.20575","0.16800001","0.19354838","53"
"188.17905","385.25848","0.1728","0.19354838","68"
"190.54529","392.0733","0.1728","0.19354838","85"
"192.87103","394.24286","0.16800001","0.19354838","102"
"198.60826","403.83038","0.1824","0.19354838","119"
"205.69496","414.53528","0.1824","0.19354838","136"
"210.66534","423.63177","0.17760001","0.19354838","152"
"215.2534","433.29797","0.1728","0.19354838","169"
"218.42589","440.65515","0.16800001","0.19354838","186"
"220.67049","447.11957","0.1728","0.19354838","203"
"221.77681","450.10864","0.1728","0.19354838","219"
"223.18814","454.53265","0.17760001","0.19354838","236"
"225.53387","459.0365","0.18720001","0.19354838","253"
"227.78229","461.67676","0.18720001","0.19354838","270"
"229.9689","463.77588","0.192","0.19354838","286"
"232.16711","464.2857","0.19680001","0.19354838","303"
"235.5828","464.2857","0.20160002","0.19354838","320"
"238.0213","464.2857","0.20160002","0.19354838","337"
"246.26321","461.4898","0.2064","0.19354838","353"
"256.85492","457.2068","0.2064","0.19354838","370"
"267.82416","452.86755","0.19680001","0.19354838","387"
"279.03983","447.20917","0.19680001","0.19354838","403"
"294.42227","439.17444","0.20160002","0.19354838","420"
"317.48102","427.94873","0.2064","0.19354838","437"
"335.4107","416.28577","0.2064","0.19354838","452"
"345.89963","411.02496","0.2064","0.19354838","470"
"375.4333","392.63275","0.2064","0.19354838","487"
"397.21762","376.98456","0.21120001","0.19354838","504"
"420.67126","359.89063","0.22080001","0.19354838","521"
"442.54984","345.91644","0.216","0.19354838","537"
"462.0371","331.74994","0.216","0.19354838","554"
"485.83313","316.01788","0.22080001","0.19354838","573"
"492.51733","311.43304","0.22080001","0.19354838","590"
"523.592","292.20758","0.22080001","0.19354838","606"
"544.9138","279.3466","0.216","0.19354838","623"
"559.4377","270.337","0.21120001","0.19354838","640"
"575.95294","258.1052","0.21120001","0.19354838","657"
"591.6155","246.88611","0.21120001","0.19354838","673"
"602.1856","240.25195","0.2592","0.22580644","690"
"606.9458","237.36041","0.24960001","0.22580644","707"
"613.9249","232.5769","0.24960001","0.2580645","723"
"622.0954","228.11804","0.2592","0.29032257","740"
"627.1903","225.87439","0.2256","0.29032257","757"
"631.2176","223.5968","0.21120001","0.29032257","774"
"633.5425","221.7143","0.19680001","0.29032257","790"
"635.75464","221.7143","0.192","0.29032257","807"
"636.3035","221.7143","0.192","0.29032257","811"
"635.8571","223.08066","0.20160002","0.29032257","841"
"634.85895","226.20227","0.2064","0.29032257","857"
"631.03705","230.62729","0.20160002","0.22580644","874"
"627.0445","234.46017","0.20160002","0.22580644","891"
"619.7438","240.81592","0.2064","0.22580644","908"
"611.1325","247.16422","0.21120001","0.22580644","924"
"601.4822","255.14288","0.216","0.22580644","939"
"592.74554","262.39746","0.22080001","0.22580644","958"
"574.3799","277.8431","0.2256","0.22580644","975"
"563.42114","286.25946","0.22080001","0.22580644","991"
"552.39343","294.7287","0.22080001","0.22580644","1008"
"543.1066","302.42322","0.22080001","0.22580644","1025"
"533.05035","310.58813","0.22080001","0.22580644","1041"
"522.1121","319.7666","0.22080001","0.22580644","1058"
"517.92395","324.66266","0.22080001","0.22580644","1075"
"508.6416","333.55548","0.22080001","0.22580644","1092"
"499.41272","340.52563","0.22080001","0.22580644","1108"
"490.84064","347.21588","0.216","0.22580644","1125"
"484.44366","353.60687","0.16800001","0.22580644","1142"
"480.54987","357.9521","0.115200005","0.22580644","1159"
"477.8214","359.7143","0.0768","0.22580644","1166"
