"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","maggie","nexus-80"
"274.0","724.0","maggie","nexus-80"
"356.0","105.0","maggie","nexus-80"
"454.0","391.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"281.39285","579.1429","0.23520002","0.41935483","0"
"274.40558","591.2532","0.5088","0.41935483","61"
"272.43173","613.00916","0.49920002","0.41935483","76"
"270.2605","641.78864","0.47520003","0.41935483","93"
"268.89285","662.0383","0.432","0.41935483","110"
"266.964","669.5552","0.39360002","0.41935483","127"
"266.2143","670.21106","0.3984","0.41935483","143"
"266.2143","664.34875","0.39360002","0.41935483","160"
"268.05988","650.71173","0.4176","0.41935483","177"
"282.36542","572.14087","0.45600003","0.41935483","193"
"307.98636","463.05353","0.44640002","0.41935483","210"
"320.5621","402.14905","0.5088","0.41935483","226"
"336.24393","335.53925","0.528","0.41935483","243"
"347.87506","276.49905","0.5472","0.41935483","260"
"355.24258","232.07349","0.5472","0.41935483","276"
"359.0714","211.85718","0.55200005","0.41935483","293"
"359.8748","205.17288","0.5472","0.41935483","310"
"363.75742","191.7201","0.528","0.48387095","326"
"365.92783","185.40717","0.528","0.54838705","343"
"368.02142","184.0","0.5424","0.54838705","360"
"370.15314","187.98236","0.5472","0.54838705","376"
"378.67813","208.19315","0.5568","0.54838705","393"
"396.67813","259.73587","0.51360005","0.54838705","410"
"406.64468","289.73315","0.4848","0.54838705","426"
"421.95148","331.72748","0.432","0.54838705","443"
"435.4886","366.72095","0.3312","0.516129","460"
"449.86273","389.64148","0.1824","0.38709676","476"
