"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-80"
"360.0","281.0","maggie","nexus-80"
"178.0","102.0","maggie","nexus-80"
"649.0","664.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"644.7857","526.0","0.2784","0.41935483","0"
"624.7982","514.4303","0.432","0.4516129","25"
"586.25433","484.5918","0.5328","0.4516129","41"
"545.2707","446.29944","0.57600003","0.4516129","58"
"502.38818","404.01324","0.58080006","0.4516129","75"
"460.14618","362.46033","0.5856","0.48387095","89"
"437.1133","339.46954","0.5952","0.48387095","106"
"368.42944","268.66467","0.6","0.48387095","123"
"298.89453","202.77737","0.5952","0.48387095","139"
"263.4796","174.98404","0.6096","0.516129","156"
"241.11017","162.04938","0.6144","0.516129","173"
"226.23798","155.33426","0.624","0.516129","189"
"220.21455","155.50845","0.62880003","0.54838705","206"
"218.89285","161.41714","0.62880003","0.54838705","223"
"223.07758","170.95145","0.6096","0.54838705","239"
"287.41556","252.32312","0.59040004","0.54838705","256"
"367.88782","339.03516","0.59040004","0.54838705","273"
"429.39853","394.1526","0.5712","0.54838705","289"
"507.50922","463.21454","0.5568","0.58064514","306"
"567.2623","515.5222","0.528","0.58064514","322"
"617.2579","559.95184","0.47520003","0.58064514","339"
"634.0714","575.28577","0.432","0.58064514","345"
