"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-80"
"647.0","813.0","maggie","nexus-80"
"604.0","604.0","maggie","nexus-80"
"634.0","306.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"361.75","733.4286","0.24000001","0.41935483","0"
"424.1391","747.5415","0.5616","0.41935483","79"
"487.94714","764.1183","0.5184","0.41935483","95"
"549.53394","780.21625","0.44160002","0.41935483","112"
"601.8987","794.27795","0.40800002","0.41935483","128"
"631.9535","801.83203","0.3456","0.41935483","147"
"647.5884","804.09875","0.36","0.41935483","163"
"651.3128","803.21924","0.3648","0.41935483","180"
"655.5418","799.34827","0.3648","0.41935483","197"
"655.5","792.3445","0.36","0.41935483","213"
"652.7259","777.5872","0.38880002","0.41935483","230"
"645.0053","750.2062","0.4176","0.41935483","247"
"628.4744","707.0564","0.44160002","0.41935483","263"
"616.6847","679.91705","0.45600003","0.41935483","280"
"609.9775","665.7397","0.47520003","0.41935483","297"
"598.7206","642.32745","0.504","0.41935483","313"
"591.05756","619.6839","0.5328","0.41935483","330"
"589.4286","598.16016","0.5424","0.41935483","347"
"595.6445","565.12537","0.55200005","0.41935483","363"
"610.704","518.2805","0.55200005","0.41935483","380"
"629.11755","470.0584","0.5568","0.41935483","396"
"647.0178","424.85718","0.5472","0.41935483","411"
"655.44","398.71973","0.5568","0.41935483","430"
"675.5396","349.59534","0.5184","0.41935483","446"
"684.0714","333.14288","0.3072","0.3548387","457"
