"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-80"
"340.0","367.0","maggie","nexus-80"
"439.0","650.0","maggie","nexus-80"
"106.0","619.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"523.3571","655.4286","0.192","0.41935483","0"
"513.1026","643.023","0.264","0.41935483","22"
"494.62634","608.8369","0.36","0.41935483","39"
"468.4587","558.5972","0.432","0.41935483","56"
"443.60345","507.68372","0.47040004","0.4516129","72"
"423.35715","472.4286","0.504","0.4516129","84"
"407.0983","444.7282","0.5424","0.4516129","104"
"391.66504","427.0042","0.56640005","0.4516129","121"
"385.8658","423.14703","0.5856","0.4516129","138"
"383.70712","424.69946","0.57600003","0.48387095","154"
"383.17856","431.9734","0.57600003","0.48387095","171"
"396.48718","474.1817","0.5424","0.48387095","188"
"419.01727","534.2202","0.48000002","0.48387095","204"
"427.74362","559.2045","0.46080002","0.48387095","221"
"449.601","620.5578","0.40800002","0.48387095","238"
"456.5322","657.757","0.37440002","0.48387095","254"
"451.8519","669.2165","0.35040003","0.48387095","271"
"443.23392","672.69794","0.36960003","0.48387095","288"
"404.1715","667.3596","0.40320003","0.48387095","304"
"337.75543","650.5659","0.44160002","0.48387095","321"
"288.90286","637.94525","0.49440002","0.48387095","337"
"226.01373","625.06433","0.5184","0.48387095","354"
"152.2521","617.4123","0.5328","0.48387095","371"
"94.33927","613.0","0.384","0.4516129","386"
