"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","maggie","nexus-80"
"516.0","278.0","maggie","nexus-80"
"191.0","503.0","maggie","nexus-80"
"627.0","704.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"484.0714","560.2857","0.2784","0.41935483","0"
"489.4284","518.11505","0.528","0.41935483","58"
"499.95502","472.64398","0.55200005","0.41935483","73"
"512.89105","421.87543","0.5712","0.41935483","90"
"518.29706","395.4314","0.5856","0.41935483","107"
"523.3926","362.04724","0.57600003","0.4516129","123"
"524.25","340.8615","0.59040004","0.4516129","140"
"521.90393","333.62177","0.61920005","0.4516129","157"
"516.65656","329.57013","0.61920005","0.4516129","173"
"499.1305","332.24908","0.6144","0.4516129","190"
"457.15604","347.765","0.6384","0.4516129","207"
"402.28278","375.94678","0.6672","0.4516129","223"
"372.19852","389.84186","0.67200005","0.4516129","240"
"281.72595","439.52087","0.59040004","0.41935483","257"
"237.59485","468.84283","0.6096","0.41935483","273"
"217.43298","485.15057","0.6768","0.41935483","290"
"209.7266","493.02783","0.7152","0.41935483","307"
"208.17857","499.20447","0.71040004","0.41935483","323"
"215.65889","509.78345","0.6672","0.41935483","340"
"239.42856","525.5714","0.64320004","0.41935483","355"
"277.0569","541.57855","0.64320004","0.41935483","373"
"376.8229","582.55835","0.5856","0.41935483","390"
"486.0268","623.4876","0.42720002","0.38709676","407"
"538.3122","643.238","0.2976","0.32258064","423"
"600.00287","661.2942","0.1632","0.2580645","440"
"608.1786","669.1429","0.124800004","0.22580644","445"
