"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","maggie","nexus-80"
"516.0","278.0","maggie","nexus-80"
"191.0","503.0","maggie","nexus-80"
"627.0","704.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"459.9643","544.8572","0.26880002","0.41935483","0"
"458.34317","532.6081","0.52320004","0.41935483","49"
"465.04022","510.0885","0.5424","0.41935483","64"
"483.2917","462.70135","0.53760004","0.41935483","81"
"503.8888","414.04816","0.5568","0.41935483","98"
"521.0752","368.31348","0.5472","0.41935483","114"
"531.3929","334.4286","0.5472","0.41935483","127"
"534.4468","318.4839","0.5328","0.41935483","148"
"533.54913","308.4958","0.52320004","0.41935483","164"
"530.5584","304.88525","0.5424","0.41935483","181"
"521.0013","306.46814","0.5568","0.41935483","198"
"478.75403","325.2716","0.57600003","0.41935483","214"
"421.90857","357.12006","0.6","0.41935483","231"
"358.73853","394.9483","0.61920005","0.41935483","248"
"324.49954","416.25415","0.61920005","0.41935483","264"
"276.29962","445.69427","0.6528","0.41935483","281"
"232.11606","474.1822","0.6624","0.4516129","297"
"221.18504","482.65662","0.6768","0.4516129","314"
"218.89285","488.5904","0.68160003","0.4516129","331"
"223.95271","495.47644","0.6672","0.4516129","347"
"258.0785","515.3519","0.64320004","0.48387095","364"
"316.5285","542.3033","0.65760005","0.48387095","381"
"347.74146","555.9705","0.65760005","0.48387095","397"
"451.20566","607.67053","0.64320004","0.48387095","414"
"513.4921","642.68036","0.60480005","0.516129","431"
"548.1202","663.4979","0.5952","0.516129","447"
"569.4855","679.7122","0.51360005","0.516129","464"
"589.13257","692.4945","0.47040004","0.516129","481"
"602.8214","704.2857","0.312","0.4516129","490"
