"ChallengeX","ChallengeY","Tester Name","Device Name"
"264.0","591.0","Sean","nexus-08"
"133.0","715.0","Sean","nexus-08"
"592.0","385.0","Sean","nexus-08"
"242.0","512.0","Sean","nexus-08"
"X","Y","PRESSURE"
"217.125","686.81824","0.110400006"
"216.31596","682.111","0.23040001"
