"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lyle","nexus-80"
"274.0","724.0","lyle","nexus-80"
"356.0","105.0","lyle","nexus-80"
"454.0","391.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"279.60715","748.0","0.30240002","0.41935483","0"
"276.92856","738.8617","0.70080006","0.41935483","95"
"278.08044","733.8996","0.71040004","0.48387095","109"
"279.79694","725.6604","0.7296","0.48387095","122"
"281.39285","718.70825","0.7584","0.48387095","135"
"281.39285","711.84814","0.78720003","0.48387095","149"
"281.39285","700.8571","0.78720003","0.48387095","170"
"281.39285","689.4701","0.76320004","0.48387095","189"
"281.39285","677.71423","0.76320004","0.48387095","204"
"282.08313","671.82947","0.768","0.48387095","222"
"284.0714","660.22394","0.80640006","0.48387095","239"
"284.9643","650.9358","0.80160004","0.48387095","256"
"284.9643","642.0423","0.768","0.516129","272"
"283.48892","632.0612","0.744","0.54838705","289"
"281.2426","621.2788","0.73440003","0.54838705","306"
"279.60715","611.1564","0.74880004","0.54838705","322"
"278.84613","606.2206","0.768","0.54838705","339"
"276.8007","597.38617","0.7728","0.54838705","355"
"276.92856","584.1253","0.75360006","0.54838705","372"
"276.92856","570.4359","0.75360006","0.54838705","389"
"276.62183","560.5277","0.768","0.54838705","405"
"276.0357","552.3753","0.78720003","0.54838705","422"
"276.0357","546.1147","0.80160004","0.54838705","439"
"276.0357","542.28577","0.80640006","0.54838705","454"
"276.0357","540.7188","0.8112","0.54838705","472"
"275.14285","538.583","0.8256","0.54838705","489"
"275.14285","536.6329","0.8352","0.54838705","505"
"275.14285","534.5225","0.84480006","0.54838705","522"
"275.14285","533.28577","0.84480006","0.54838705","533"
"275.14285","537.74194","0.80160004","0.54838705","572"
"275.14285","540.1787","0.80160004","0.54838705","589"
"275.14285","543.92596","0.8112","0.54838705","605"
"275.14285","548.5557","0.81600004","0.54838705","622"
"275.14285","554.9766","0.80640006","0.54838705","639"
"275.14285","561.18207","0.7824","0.54838705","655"
"274.4866","570.2929","0.78720003","0.54838705","672"
"272.2897","580.83813","0.80640006","0.54838705","689"
"270.23212","591.5714","0.80640006","0.58064514","704"
"270.67856","599.3432","0.80160004","0.61290324","722"
"269.56415","621.3427","0.77760005","0.61290324","738"
"268.31097","637.3516","0.768","0.61290324","755"
"268.0","648.8548","0.744","0.61290324","772"
"267.10715","659.7603","0.73920006","0.6774193","788"
"265.1447","668.1071","0.73440003","0.7419355","805"
"263.06985","674.77026","0.73440003","0.7419355","822"
"261.88385","678.1859","0.73440003","0.7419355","838"
"259.84512","684.05756","0.72","0.7096774","855"
"257.7724","689.637","0.70080006","0.6451613","872"
"255.66113","693.6906","0.6912","0.6451613","888"
"255.5","696.78284","0.6672","0.6451613","905"
"255.5","698.71423","0.6528","0.7096774","920"
"255.5","697.2208","0.64320004","0.6774193","938"
"255.5","695.28577","0.65760005","0.61290324","954"
"255.5","692.54816","0.6528","0.61290324","972"
"258.77774","675.4078","0.648","0.61290324","988"
"263.101","652.58093","0.65760005","0.61290324","1005"
"267.0799","629.8712","0.62880003","0.61290324","1022"
"270.34915","603.509","0.65760005","0.61290324","1038"
"272.52725","576.6428","0.65760005","0.61290324","1055"
"274.68344","549.73346","0.6768","0.61290324","1072"
"275.8948","533.89386","0.6672","0.61290324","1088"
"277.8083","507.34436","0.6912","0.61290324","1105"
"280.18564","464.96155","0.68160003","0.61290324","1121"
"282.9451","439.5468","0.7056","0.61290324","1138"
"286.13416","413.70007","0.68640006","0.61290324","1155"
"288.42535","390.72546","0.72","0.61290324","1171"
"291.0265","367.02075","0.70080006","0.6451613","1188"
"294.10715","342.87988","0.7056","0.61290324","1205"
"295.10187","335.85767","0.7056","0.61290324","1221"
"299.8583","305.93097","0.6912","0.61290324","1238"
"304.5151","274.97186","0.70080006","0.61290324","1255"
"306.35788","259.7307","0.68640006","0.6451613","1271"
"310.5697","234.51294","0.6912","0.61290324","1288"
"314.51547","214.52344","0.70080006","0.61290324","1305"
"318.50684","199.19666","0.68160003","0.6451613","1321"
"322.586","184.44827","0.68640006","0.61290324","1338"
"324.42612","178.26535","0.70080006","0.61290324","1355"
"327.40717","168.44788","0.72","0.61290324","1371"
"329.51886","159.4819","0.72480005","0.61290324","1388"
"331.37094","154.06308","0.72480005","0.61290324","1405"
"333.46564","146.89764","0.6912","0.61290324","1421"
"335.5158","139.025","0.67200005","0.61290324","1438"
"337.47522","133.0542","0.67200005","0.6774193","1455"
"339.26428","127.044525","0.67200005","0.7419355","1471"
"340.3001","124.06137","0.6768","0.7741935","1488"
"342.05457","120.67239","0.6912","0.7741935","1504"
"343.97168","116.991486","0.7056","0.7741935","1521"
"346.056","115.06622","0.71040004","0.7741935","1538"
"348.07928","113.714294","0.72480005","0.7741935","1554"
"350.17065","114.598145","0.72480005","0.7741935","1571"
"354.3234","117.72757","0.72480005","0.7096774","1588"
"359.49884","126.32974","0.72480005","0.6451613","1604"
"364.61713","134.78302","0.7296","0.61290324","1621"
"379.7759","163.02286","0.73920006","0.61290324","1638"
"402.14606","210.43832","0.7296","0.6451613","1654"
"418.1739","250.94296","0.73440003","0.61290324","1671"
"427.44098","280.00742","0.76320004","0.61290324","1688"
"443.03964","317.82843","0.79200006","0.61290324","1704"
"451.6684","343.5365","0.7824","0.61290324","1721"
"459.01196","366.93365","0.77760005","0.61290324","1738"
"461.0981","374.12262","0.7728","0.6451613","1754"
"466.6607","403.00006","0.5712","0.61290324","1768"
