"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lyle","nexus-80"
"274.0","724.0","lyle","nexus-80"
"356.0","105.0","lyle","nexus-80"
"454.0","391.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"282.2857","714.5714","0.2784","0.41935483","0"
"287.7569","700.4193","0.8496","0.61290324","137"
"291.89172","685.3987","0.84480006","0.61290324","151"
"297.3974","664.2568","0.8496","0.61290324","165"
"302.75043","644.29297","0.84000003","0.6451613","179"
"310.16272","619.71423","0.864","0.61290324","204"
"321.01846","595.84546","0.8784","0.61290324","221"
"328.45184","574.554","0.86880004","0.61290324","237"
"331.0281","563.75085","0.87360007","0.61290324","254"
"333.1264","557.0074","0.89760005","0.61290324","271"
"334.0714","552.1087","0.93600005","0.6451613","287"
"334.0714","548.172","0.95040005","0.61290324","304"
"334.0714","544.8572","0.96480006","0.61290324","318"
"334.0714","543.89935","0.97920007","0.61290324","338"
"334.0714","542.71436","0.97440004","0.6451613","347"
"332.28577","544.8571","0.97440004","0.7419355","371"
"328.0082","549.3025","0.98880005","0.6451613","388"
"323.79144","556.0233","0.99840003","0.6451613","404"
"317.90186","566.4741","1.0032","0.6774193","420"
"309.56003","583.3638","1.008","0.61290324","437"
"304.2791","592.6299","0.99840003","0.61290324","454"
"296.16644","611.06915","0.96000004","0.61290324","470"
"288.13828","638.0976","0.93600005","0.61290324","487"
"282.51395","662.68524","0.89280003","0.61290324","503"
"279.44815","679.7925","0.87360007","0.61290324","520"
"277.25174","692.1384","0.86880004","0.61290324","537"
"275.12582","701.77966","0.86880004","0.61290324","553"
"274.25","710.21906","0.8784","0.61290324","570"
"272.86023","712.57404","0.8784","0.61290324","587"
"270.72623","717.9085","0.8784","0.61290324","603"
"270.454","721.85974","0.8784","0.61290324","620"
"269.7857","725.4241","0.88320005","0.61290324","637"
"268.89285","727.52783","0.8496","0.61290324","653"
"268.0","726.80096","0.8352","0.61290324","670"
"267.15045","722.41046","0.80160004","0.61290324","687"
"267.10715","715.6558","0.80160004","0.61290324","703"
"267.10715","701.97363","0.77760005","0.61290324","720"
"267.99542","659.8066","0.7824","0.61290324","737"
"268.89285","628.4354","0.76320004","0.61290324","753"
"270.4073","601.0492","0.7824","0.61290324","770"
"273.4217","558.1276","0.80160004","0.61290324","786"
"279.13724","524.818","0.80640006","0.61290324","803"
"287.20624","481.79114","0.82080007","0.61290324","820"
"290.28937","461.91937","0.82080007","0.6451613","836"
"292.62604","430.87952","0.83040005","0.6451613","853"
"296.1188","393.21405","0.84480006","0.61290324","870"
"297.9474","370.36444","0.81600004","0.6451613","886"
"300.42477","344.5868","0.81600004","0.61290324","903"
"305.13892","311.39935","0.79200006","0.6451613","920"
"310.01633","278.7933","0.7824","0.61290324","936"
"313.10806","258.01654","0.768","0.6451613","953"
"318.37048","227.3432","0.624","0.58064514","970"
"321.04388","211.64255","0.5616","0.54838705","986"
"323.62927","197.004","0.5184","0.48387095","1003"
"327.6222","180.7662","0.59040004","0.48387095","1020"
"330.23242","167.14194","0.5328","0.48387095","1036"
"333.5848","155.01138","0.51360005","0.48387095","1053"
"338.26236","145.18372","0.48960003","0.4516129","1070"
"341.71326","137.6134","0.57600003","0.54838705","1086"
"345.25574","129.72903","0.59040004","0.516129","1103"
"347.1809","123.68695","0.5712","0.516129","1120"
"348.80835","119.27194","0.5952","0.48387095","1136"
"350.3331","115.92044","0.61920005","0.4516129","1153"
"351.3374","113.99219","0.6624","0.4516129","1170"
"352.91357","110.96588","0.7296","0.54838705","1186"
"354.54117","109.49194","0.7584","0.58064514","1203"
"356.2031","108.57144","0.78720003","0.6451613","1220"
"357.9117","109.172424","0.80640006","0.7096774","1236"
"359.65137","110.84247","0.80640006","0.7096774","1253"
"362.07648","114.612976","0.82080007","0.6451613","1269"
"369.263","123.27173","0.8256","0.6451613","1286"
"384.42038","144.24075","0.80640006","0.61290324","1303"
"391.44745","156.00757","0.7968","0.6451613","1319"
"407.28122","188.19843","0.78720003","0.6451613","1336"
"427.63028","233.1575","0.7968","0.6451613","1353"
"441.7933","265.52078","0.8256","0.6451613","1369"
"449.82904","292.9803","0.8256","0.61290324","1386"
"456.17453","321.02185","0.84000003","0.6451613","1403"
"462.39447","348.03015","0.82080007","0.61290324","1419"
"468.44644","373.85712","0.8112","0.6451613","1435"
"471.7851","389.24286","0.80160004","0.6774193","1453"
"476.92856","405.14288","0.72480005","0.61290324","1462"
