"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","lyle","nexus-80"
"647.0","813.0","lyle","nexus-80"
"604.0","604.0","lyle","nexus-80"
"634.0","306.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"326.92856","715.4286","0.18720001","0.2580645","0"
"318.0","715.4286","0.8352","0.6451613","68"
"320.3003","715.4286","0.93600005","0.7419355","104"
"323.80017","715.4286","0.94560003","0.80645156","118"
"328.09152","716.37213","0.9408001","0.83870965","130"
"336.55948","718.3829","0.95040005","0.7741935","147"
"352.62152","721.5949","0.96480006","0.7096774","163"
"376.4939","727.3243","0.95040005","0.6451613","180"
"403.02496","735.07623","0.96480006","0.6451613","197"
"444.3393","747.1428","0.94560003","0.7096774","213"
"454.1956","750.3361","0.9408001","0.7419355","230"
"497.01703","764.13544","0.91200006","0.7096774","246"
"527.48663","774.7688","0.8352","0.61290324","263"
"547.39496","782.13477","0.85440004","0.61290324","280"
"561.9855","788.1377","0.8880001","0.61290324","296"
"575.3178","792.6386","0.9552","0.7096774","313"
"593.9763","798.8507","0.97440004","0.7096774","330"
"604.16077","802.8572","0.984","0.7096774","344"
"610.55347","805.312","0.984","0.7096774","363"
"620.9928","809.4365","0.97920007","0.7096774","380"
"627.92755","813.49646","0.984","0.7096774","396"
"633.43994","815.83984","0.9936001","0.7096774","413"
"637.83014","817.947","0.99840003","0.7096774","430"
"642.1821","820.036","1.0128001","0.7096774","446"
"646.22327","820.8572","1.0272001","0.7419355","463"
"649.5114","820.8572","1.0272001","0.7419355","480"
"655.30273","820.8572","1.0176","0.7741935","496"
"659.6297","818.8749","1.0128001","0.7741935","513"
"663.909","816.8208","1.008","0.7096774","530"
"666.24445","814.82825","1.008","0.6774193","546"
"668.0","811.8423","1.008","0.7096774","563"
"668.0","807.0718","0.99840003","0.6451613","580"
"667.04626","800.0521","0.9696","0.6774193","596"
"666.13","795.59546","0.96000004","0.7096774","613"
"663.7759","783.208","0.9552","0.6451613","629"
"659.65045","767.9456","0.9312","0.61290324","646"
"655.32367","754.3493","0.92640007","0.6774193","663"
"651.75165","740.46344","0.9408001","0.7419355","679"
"647.6567","727.1257","0.95040005","0.6774193","696"
"643.4065","714.885","0.96000004","0.61290324","713"
"637.82477","703.77795","0.96000004","0.61290324","729"
"634.8981","697.2803","0.84480006","0.61290324","746"
"628.85974","683.5153","0.8784","0.61290324","763"
"623.2918","670.4251","0.89760005","0.61290324","779"
"619.0031","660.4075","0.90720004","0.61290324","796"
"615.5942","650.73785","0.89760005","0.61290324","813"
"613.5971","641.15186","0.8880001","0.6451613","830"
"612.6428","631.18414","0.88320005","0.6451613","846"
"613.7406","615.9443","0.78720003","0.58064514","863"
"616.21423","602.28577","0.7056","0.54838705","875"
"620.6446","589.1467","0.78720003","0.54838705","896"
"625.7407","566.27057","0.83040005","0.54838705","913"
"630.5478","548.1021","0.80160004","0.516129","930"
"635.0313","530.88556","0.81600004","0.6451613","946"
"639.74774","508.7331","0.84000003","0.61290324","963"
"644.62897","485.45874","0.75360006","0.6451613","980"
"651.7843","456.58643","0.72480005","0.61290324","996"
"656.35","438.8183","0.6624","0.58064514","1013"
"659.20264","426.88263","0.73920006","0.61290324","1029"
"668.1517","400.2356","0.77760005","0.61290324","1046"
"677.5086","364.64435","0.80160004","0.6774193","1063"
"681.25433","344.2265","0.8352","0.7419355","1079"
"680.5","325.62543","0.648","0.6774193","1096"
"681.3928","315.92474","0.7296","0.6774193","1113"
"681.3928","309.0407","0.7584","0.7419355","1129"
"679.82196","305.26965","0.75360006","0.7096774","1146"
"678.2679","303.5714","0.46080002","0.61290324","1160"
