"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-79"
"360.0","281.0","maggie","nexus-79"
"178.0","102.0","maggie","nexus-79"
"649.0","664.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"661.75","558.5714","0.18720001","0.41935483","0"
"644.6086","544.192","0.384","0.41935483","37"
"632.5152","531.4611","0.3984","0.41935483","53"
"583.4823","480.86304","0.432","0.41935483","74"
"526.6501","426.30414","0.45600003","0.41935483","91"
"473.1289","376.3498","0.47040004","0.41935483","108"
"425.00793","331.6579","0.49920002","0.41935483","124"
"360.57056","273.72488","0.5088","0.41935483","141"
"309.79425","226.46756","0.5088","0.41935483","158"
"276.48215","196.0","0.51360005","0.41935483","170"
"254.13477","175.21597","0.504","0.41935483","191"
"240.5734","164.25284","0.49920002","0.41935483","208"
"235.28363","161.7143","0.48960003","0.41935483","224"
"234.4039","165.56247","0.51360005","0.41935483","241"
"245.03134","186.35019","0.4848","0.4516129","258"
"283.13742","244.96536","0.48000002","0.4516129","274"
"350.5316","332.2705","0.47520003","0.4516129","291"
"381.66043","367.5854","0.47520003","0.4516129","309"
"467.63623","455.26294","0.44160002","0.4516129","325"
"565.2591","554.9302","0.40800002","0.4516129","342"
"611.1918","603.0087","0.35040003","0.4516129","359"
"642.1071","631.4286","0.2256","0.38709676","368"
