"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","maggie","nexus-79"
"274.0","724.0","maggie","nexus-79"
"356.0","105.0","maggie","nexus-79"
"454.0","391.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"251.92856","595.4286","0.1824","0.41935483","0"
"250.6712","607.04333","0.39360002","0.4516129","46"
"251.73416","615.8482","0.40800002","0.4516129","54"
"255.00201","631.13165","0.43680003","0.4516129","65"
"261.03674","656.97534","0.3984","0.4516129","82"
"263.82416","665.70105","0.36960003","0.4516129","99"
"267.40594","668.2857","0.35040003","0.4516129","116"
"270.11008","666.26","0.3312","0.4516129","132"
"280.7592","644.43945","0.32160002","0.4516129","149"
"310.56335","553.1046","0.36","0.4516129","165"
"326.18893","475.99902","0.3984","0.4516129","182"
"337.6774","398.73267","0.42240003","0.4516129","199"
"345.8281","327.17267","0.44640002","0.4516129","215"
"351.02097","257.9335","0.432","0.4516129","232"
"356.3542","199.05411","0.44640002","0.48387095","249"
"356.39285","182.63019","0.45600003","0.48387095","265"
"355.5679","162.04022","0.48000002","0.48387095","282"
"355.5","156.80298","0.504","0.48387095","299"
"355.5","154.42859","0.5088","0.48387095","314"
"357.51346","157.8659","0.5088","0.516129","332"
"367.32184","175.27936","0.5088","0.516129","349"
"397.4546","223.03906","0.48000002","0.516129","366"
"419.072","260.59525","0.45600003","0.516129","382"
"449.37473","313.35577","0.3984","0.516129","399"
"451.92856","317.7143","0.30240002","0.4516129","400"
