"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-79"
"647.0","813.0","maggie","nexus-79"
"604.0","604.0","maggie","nexus-79"
"634.0","306.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"353.7143","683.7143","0.2592","0.41935483","0"
"394.5894","712.9678","0.5424","0.41935483","88"
"431.52975","732.4723","0.52320004","0.41935483","103"
"468.98917","751.39374","0.49920002","0.41935483","117"
"505.0614","767.1391","0.504","0.41935483","132"
"535.85754","779.2145","0.49920002","0.41935483","146"
"564.3595","790.75806","0.48000002","0.41935483","163"
"577.7474","796.4353","0.47040004","0.41935483","180"
"597.42883","803.7007","0.4512","0.41935483","196"
"610.36316","808.4133","0.432","0.41935483","213"
"616.22394","810.57605","0.42720002","0.41935483","230"
"619.3276","810.15405","0.42720002","0.41935483","247"
"619.7857","806.2362","0.4512","0.41935483","263"
"618.5328","795.4602","0.46080002","0.41935483","280"
"615.3214","774.1428","0.4656","0.41935483","293"
"606.0878","744.2215","0.47040004","0.48387095","313"
"594.0097","705.2685","0.48000002","0.48387095","330"
"588.4474","685.0895","0.49440002","0.48387095","347"
"585.44653","673.17194","0.5184","0.48387095","364"
"583.2731","665.12933","0.5424","0.48387095","380"
"582.2857","660.1191","0.5616","0.48387095","397"
"582.2857","655.9988","0.57600003","0.48387095","414"
"582.2857","654.07043","0.57600003","0.48387095","430"
"582.2857","650.6054","0.57600003","0.48387095","447"
"581.54517","643.3026","0.5424","0.48387095","464"
"581.83875","625.8608","0.51360005","0.48387095","481"
"585.78735","588.8661","0.49920002","0.48387095","497"
"594.2024","532.9666","0.5088","0.48387095","514"
"606.1365","473.15778","0.49920002","0.48387095","531"
"612.1964","429.14282","0.49920002","0.48387095","543"
"619.01276","394.74988","0.52320004","0.48387095","564"
"631.8393","349.85718","0.4176","0.48387095","580"
