"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-79"
"360.0","281.0","maggie","nexus-79"
"178.0","102.0","maggie","nexus-79"
"649.0","664.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"644.7857","549.1429","0.2256","0.41935483","0"
"628.4669","539.68414","0.40800002","0.41935483","33"
"585.63367","508.9641","0.4512","0.48387095","50"
"545.85016","475.62793","0.504","0.48387095","65"
"499.38678","437.03418","0.5328","0.48387095","80"
"441.49698","389.05658","0.5472","0.48387095","97"
"380.4292","337.72235","0.55200005","0.516129","114"
"305.6138","274.4688","0.5472","0.516129","130"
"284.6368","258.12335","0.5472","0.516129","147"
"231.0257","217.5928","0.5424","0.516129","164"
"194.78369","193.14157","0.53760004","0.516129","180"
"191.04855","191.20618","0.5424","0.516129","197"
"190.32495","192.57822","0.5568","0.54838705","214"
"206.46799","210.53802","0.53760004","0.54838705","231"
"264.9228","265.90305","0.528","0.54838705","247"
"327.8214","321.14282","0.5328","0.54838705","260"
"428.44537","410.88477","0.53760004","0.54838705","281"
"544.53314","526.24274","0.5328","0.54838705","297"
"594.1979","587.1006","0.52320004","0.54838705","314"
"634.5178","650.28577","0.39360002","0.54838705","329"
