"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","maggie","nexus-79"
"274.0","724.0","maggie","nexus-79"
"356.0","105.0","maggie","nexus-79"
"454.0","391.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"260.85715","592.8572","0.15840001","0.41935483","0"
"260.85715","601.4286","0.37440002","0.41935483","28"
"264.28705","618.6134","0.42240003","0.41935483","45"
"267.88297","641.5603","0.4656","0.41935483","62"
"269.7857","663.679","0.44640002","0.41935483","85"
"269.7857","672.2186","0.43680003","0.41935483","102"
"269.7857","675.1428","0.43680003","0.41935483","114"
"270.46558","673.1849","0.4512","0.41935483","136"
"275.09326","652.1904","0.4512","0.41935483","152"
"285.97305","594.8721","0.44160002","0.41935483","169"
"300.5694","526.7103","0.45600003","0.41935483","186"
"314.5671","451.32275","0.47520003","0.4516129","203"
"326.0088","374.65356","0.49440002","0.4516129","219"
"335.96158","298.83698","0.504","0.4516129","236"
"340.70746","270.8451","0.504","0.4516129","253"
"350.0242","214.58765","0.48960003","0.48387095","270"
"357.12805","182.26096","0.47040004","0.48387095","286"
"361.141","167.8902","0.48000002","0.48387095","303"
"365.18402","158.68143","0.4848","0.48387095","320"
"368.1775","155.7143","0.51360005","0.48387095","336"
"370.93008","159.07648","0.52320004","0.48387095","353"
"375.5893","166.42856","0.5328","0.48387095","366"
"388.20383","192.034","0.52320004","0.48387095","387"
"412.4491","247.66791","0.5184","0.48387095","403"
"430.26154","293.02753","0.51360005","0.48387095","420"
"440.0972","318.5691","0.49920002","0.48387095","437"
"441.2143","321.14288","0.4128","0.48387095","438"
