"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","tim","nexus-80"
"516.0","278.0","tim","nexus-80"
"191.0","503.0","tim","nexus-80"
"627.0","704.0","tim","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"441.2143","594.5714","0.10080001","0.22580644","0"
"442.57498","584.65265","0.2592","0.22580644","86"
"448.8174","573.01245","0.264","0.22580644","103"
"459.44815","553.7655","0.3264","0.29032257","119"
"471.42575","530.07916","0.2976","0.29032257","136"
"482.58997","506.65283","0.30240002","0.29032257","152"
"495.99207","473.24567","0.28800002","0.29032257","170"
"513.5824","436.11334","0.26880002","0.29032257","186"
"523.3571","411.14282","0.26880002","0.29032257","202"
"529.5866","396.45526","0.2736","0.29032257","220"
"542.73395","356.57043","0.2592","0.29032257","236"
"548.77295","333.67926","0.264","0.29032257","253"
"552.5827","316.97614","0.2736","0.29032257","270"
"555.6008","298.37317","0.2784","0.29032257","286"
"555.5","288.4107","0.26880002","0.29032257","303"
"554.83765","279.80673","0.2544","0.29032257","319"
"553.2679","275.28574","0.2544","0.29032257","332"
"551.8041","271.07004","0.264","0.29032257","353"
"549.87946","267.74716","0.26880002","0.29032257","369"
"547.61945","265.57755","0.26880002","0.29032257","386"
"545.65106","265.4286","0.312","0.32258064","403"
"541.541","266.55743","0.3264","0.3548387","419"
"537.2983","269.18793","0.3072","0.32258064","436"
"532.60565","273.69287","0.30240002","0.32258064","453"
"526.9286","277.85718","0.28320003","0.29032257","465"
"521.33093","284.0221","0.312","0.32258064","486"
"510.28918","295.97382","0.35520002","0.3548387","503"
"493.67694","312.00275","0.37440002","0.3548387","519"
"475.56387","329.36676","0.384","0.3548387","536"
"463.18503","342.39276","0.3984","0.3548387","553"
"447.0083","356.72345","0.39360002","0.3548387","569"
"431.5987","368.94525","0.40320003","0.3548387","586"
"416.6607","380.71436","0.4176","0.3548387","597"
"403.34033","391.44202","0.40800002","0.3548387","619"
"384.97134","405.13776","0.38880002","0.32258064","636"
"362.3934","423.43848","0.3456","0.29032257","652"
"341.8111","438.2561","0.31680003","0.29032257","669"
"329.57855","447.5298","0.31680003","0.29032257","686"
"318.3171","457.33356","0.3072","0.29032257","702"
"303.85056","468.70416","0.33600003","0.32258064","719"
"292.55356","476.71423","0.3648","0.32258064","731"
"284.99014","481.98346","0.3648","0.32258064","752"
"269.02557","493.1109","0.3456","0.32258064","769"
"258.29996","499.1872","0.3264","0.32258064","786"
"248.50891","504.8269","0.3072","0.32258064","802"
"240.59537","510.37415","0.384","0.3548387","819"
"233.8534","514.9967","0.42720002","0.3548387","836"
"229.31781","518.5635","0.44160002","0.3548387","852"
"225.43674","522.2893","0.44640002","0.3548387","869"
"223.83662","523.3651","0.44640002","0.3548387","885"
"223.35715","527.07623","0.40800002","0.3548387","902"
"224.96475","530.8009","0.35040003","0.3548387","919"
"226.763","534.25354","0.38880002","0.3548387","935"
"235.06064","538.90344","0.35520002","0.29032257","952"
"254.13263","550.297","0.3264","0.29032257","969"
"275.10712","560.69714","0.30240002","0.29032257","985"
"297.8233","573.4867","0.36","0.32258064","1002"
"313.02576","581.38477","0.39360002","0.3548387","1019"
"349.14816","599.6936","0.36960003","0.32258064","1035"
"377.41885","616.29956","0.42720002","0.3548387","1052"
"398.0282","628.88995","0.4512","0.3548387","1069"
"428.2189","646.0957","0.43680003","0.3548387","1085"
"450.75302","659.77026","0.4128","0.32258064","1102"
"472.54895","673.72144","0.3648","0.32258064","1119"
"492.37982","687.069","0.3984","0.3548387","1135"
"504.60706","694.0","0.42240003","0.3548387","1146"
"524.3328","704.9879","0.3792","0.32258064","1168"
"549.8913","720.1247","0.3984","0.32258064","1185"
"567.6633","729.8061","0.39360002","0.32258064","1202"
"588.9282","741.54034","0.3984","0.3548387","1218"
"602.803","749.5322","0.43680003","0.3548387","1235"
"613.4264","755.6513","0.45600003","0.3548387","1252"
"624.0436","761.4636","0.48960003","0.3548387","1268"
"630.3697","763.8928","0.504","0.3548387","1285"
"639.5972","767.4362","0.5328","0.3548387","1302"
"652.8687","773.2182","0.56640005","0.3548387","1318"
"660.81995","777.4048","0.5712","0.3548387","1335"
"667.11096","780.57263","0.5712","0.3548387","1352"
"672.2276","782.6007","0.5616","0.3548387","1368"
"677.8797","784.5901","0.5472","0.3548387","1385"
"684.2712","786.6353","0.42240003","0.41935483","1402"
"686.13434","788.818","0.3264","0.38709676","1418"
"686.75","790.0","0.24480002","0.3548387","1423"
