"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","tim","nexus-80"
"360.0","281.0","tim","nexus-80"
"178.0","102.0","tim","nexus-80"
"649.0","664.0","tim","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"667.1071","573.1429","0.124800004","0.19354838","0"
"658.1786","569.02094","0.28800002","0.2580645","103"
"656.3357","567.9452","0.2976","0.29032257","117"
"654.6071","566.037","0.2784","0.29032257","131"
"653.3159","564.189","0.33600003","0.3548387","146"
"651.4822","562.4286","0.3312","0.3548387","158"
"648.6251","558.82874","0.3072","0.32258064","180"
"642.5161","552.23785","0.28800002","0.29032257","196"
"633.6727","541.283","0.264","0.22580644","213"
"621.25916","525.936","0.2592","0.22580644","230"
"606.2312","506.6985","0.264","0.22580644","246"
"591.25006","486.0083","0.2592","0.22580644","263"
"578.1528","468.9425","0.26880002","0.22580644","280"
"570.4137","460.5711","0.264","0.22580644","296"
"554.43994","440.27942","0.2544","0.22580644","313"
"536.96924","419.92474","0.264","0.22580644","330"
"518.0766","400.177","0.264","0.22580644","346"
"503.08075","379.90668","0.26880002","0.22580644","363"
"487.0172","361.68512","0.264","0.22580644","380"
"475.2592","348.72772","0.264","0.22580644","396"
"459.784","330.1624","0.2784","0.22580644","413"
"453.7129","323.39136","0.2784","0.22580644","430"
"437.40805","303.79718","0.2736","0.22580644","446"
"424.76016","288.39996","0.2784","0.22580644","463"
"413.69193","276.7214","0.28800002","0.22580644","480"
"404.52737","264.99384","0.28800002","0.22580644","496"
"394.99124","253.8895","0.28320003","0.22580644","513"
"385.3447","242.72394","0.2736","0.22580644","530"
"376.59082","234.2472","0.26880002","0.22580644","546"
"373.95343","231.71527","0.264","0.22580644","563"
"365.17477","222.43063","0.26880002","0.22580644","580"
"356.23346","212.44495","0.2784","0.22580644","596"
"346.42908","201.86334","0.2592","0.22580644","613"
"340.12943","193.24423","0.264","0.22580644","630"
"332.6777","186.0906","0.26880002","0.22580644","646"
"325.19315","178.06439","0.2544","0.22580644","663"
"319.58762","172.66699","0.2592","0.22580644","679"
"316.86816","170.05627","0.2544","0.22580644","696"
"309.4979","162.12369","0.2544","0.19354838","713"
"301.3464","154.29825","0.2544","0.19354838","729"
"295.25647","148.45193","0.2544","0.19354838","746"
"289.02313","141.48105","0.264","0.19354838","763"
"283.60895","135.55603","0.2784","0.19354838","779"
"276.57477","130.25876","0.26880002","0.19354838","796"
"269.91925","125.8425","0.2592","0.19354838","813"
"265.77054","122.60907","0.264","0.19354838","829"
"258.05533","116.19699","0.2592","0.19354838","846"
"250.77621","112.11966","0.264","0.19354838","863"
"245.18967","109.4014","0.26880002","0.22580644","879"
"239.1102","107.040985","0.2784","0.22580644","896"
"232.66089","104.9772","0.26880002","0.22580644","913"
"228.71149","102.99866","0.264","0.22580644","929"
"224.77576","101.10953","0.26880002","0.22580644","946"
"223.37752","100.85715","0.264","0.22580644","963"
"221.30646","100.85715","0.2736","0.22580644","979"
"219.34315","100.85715","0.26880002","0.22580644","996"
"218.22191","102.3584","0.2736","0.22580644","1013"
"217.55357","103.0","0.26880002","0.22580644","1019"
"218.89285","104.56317","0.2784","0.22580644","1046"
"219.42107","107.01416","0.26880002","0.22580644","1063"
"221.32538","109.81329","0.264","0.22580644","1079"
"223.25563","112.71097","0.2592","0.22580644","1096"
"231.94778","121.961334","0.2592","0.22580644","1113"
"244.81738","138.18085","0.2544","0.22580644","1129"
"258.1582","155.51547","0.24480002","0.22580644","1146"
"269.86908","172.00293","0.24480002","0.22580644","1163"
"286.10492","190.54138","0.2544","0.22580644","1179"
"300.2628","211.60953","0.24000001","0.22580644","1196"
"316.6651","234.63187","0.24000001","0.22580644","1212"
"329.63953","253.25833","0.24480002","0.22580644","1229"
"345.7154","273.66226","0.2544","0.22580644","1246"
"367.11035","302.53412","0.2736","0.2580645","1262"
"380.1898","320.55243","0.2592","0.22580644","1279"
"395.80804","341.8697","0.2544","0.22580644","1296"
"409.36523","361.65204","0.2544","0.22580644","1312"
"420.28412","377.10846","0.24480002","0.22580644","1329"
"437.02988","400.17737","0.23040001","0.22580644","1346"
"445.17606","411.27637","0.2256","0.22580644","1362"
"462.95163","435.15894","0.22080001","0.22580644","1379"
"477.30807","453.82434","0.216","0.22580644","1396"
"490.4557","471.00623","0.2256","0.22580644","1412"
"503.32562","488.03162","0.2256","0.22580644","1429"
"517.6787","504.46387","0.2256","0.22580644","1446"
"529.2527","518.5758","0.23520002","0.22580644","1462"
"533.24023","524.3745","0.23040001","0.19354838","1479"
"548.63934","544.14215","0.23040001","0.19354838","1496"
"561.64276","559.3256","0.24000001","0.19354838","1512"
"570.0672","569.1274","0.23520002","0.19354838","1529"
"577.36523","578.70496","0.24000001","0.19354838","1546"
"583.8345","587.3731","0.24480002","0.19354838","1562"
"590.57043","597.93","0.24480002","0.19354838","1579"
"595.1556","604.18774","0.24480002","0.19354838","1596"
"602.39154","613.12695","0.28320003","0.22580644","1612"
"609.33496","622.05164","0.30240002","0.2580645","1629"
"614.14056","630.8757","0.2592","0.22580644","1646"
"618.65356","637.1989","0.24960001","0.22580644","1662"
"623.2539","642.4723","0.2592","0.2580645","1679"
"627.7584","646.7967","0.2736","0.29032257","1696"
"630.5","649.4285","0.2592","0.29032257","1706"
"634.28406","653.0613","0.2736","0.29032257","1729"
"639.5627","656.3501","0.2592","0.29032257","1745"
"644.95984","662.4529","0.2544","0.29032257","1762"
"649.4322","666.74634","0.2544","0.29032257","1779"
"653.9943","671.12604","0.23520002","0.2580645","1795"
"658.65704","675.60223","0.2256","0.22580644","1812"
"661.3035","679.4285","0.23040001","0.22580644","1827"
"664.4831","680.3118","0.216","0.22580644","1845"
