"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-80"
"360.0","281.0","lou","nexus-80"
"178.0","102.0","lou","nexus-80"
"649.0","664.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"646.5714","549.1429","0.20160002","0.41935483","0"
"635.9536","542.37836","0.53760004","0.41935483","79"
"634.5179","541.0","0.5616","0.41935483","89"
"633.69","540.20526","0.5712","0.41935483","106"
"629.8064","536.477","0.56640005","0.41935483","119"
"623.14435","528.76166","0.55200005","0.48387095","132"
"601.8622","505.78546","0.5712","0.516129","152"
"584.4874","486.2135","0.58080006","0.516129","169"
"561.42126","461.64233","0.58080006","0.54838705","186"
"534.0907","431.9253","0.60480005","0.54838705","202"
"518.8928","415.85712","0.6","0.58064514","215"
"494.49078","388.05505","0.6144","0.58064514","236"
"463.66513","351.97766","0.61920005","0.61290324","252"
"437.82144","325.60004","0.63360006","0.61290324","269"
"419.69098","306.08948","0.63360006","0.61290324","286"
"400.77588","285.91333","0.61920005","0.61290324","302"
"382.0208","265.90793","0.624","0.61290324","319"
"363.22403","243.72955","0.648","0.61290324","336"
"351.78348","231.86072","0.6528","0.61290324","352"
"331.26144","213.02817","0.67200005","0.61290324","369"
"306.74142","193.54514","0.6672","0.61290324","385"
"291.14374","183.31482","0.6624","0.6774193","402"
"270.80334","170.07986","0.68160003","0.7096774","419"
"256.30237","161.41974","0.68160003","0.6451613","435"
"241.31192","151.49554","0.65760005","0.61290324","452"
"218.13808","136.47397","0.6528","0.61290324","469"
"208.58919","128.68756","0.6672","0.61290324","486"
"189.1494","114.18561","0.6624","0.61290324","502"
"170.06139","100.506256","0.6384","0.61290324","519"
"158.56982","93.02536","0.6384","0.61290324","535"
"149.75993","88.67334","0.6528","0.61290324","552"
"143.26369","85.798676","0.6672","0.61290324","569"
"138.50647","83.70026","0.68640006","0.61290324","585"
"135.85715","83.714294","0.68640006","0.61290324","596"
"134.96428","85.564575","0.7056","0.6774193","619"
"137.596","92.19574","0.69600004","0.6774193","635"
"147.10695","109.621124","0.71040004","0.61290324","652"
"174.6075","146.6633","0.68640006","0.61290324","669"
"205.02039","183.87393","0.6624","0.61290324","685"
"240.42374","223.03992","0.624","0.61290324","702"
"280.37238","263.49512","0.6144","0.61290324","719"
"299.58295","282.90784","0.6144","0.61290324","735"
"346.4059","331.06958","0.61920005","0.61290324","752"
"396.46988","381.7812","0.6144","0.61290324","769"
"438.90582","424.7536","0.62880003","0.6451613","785"
"477.96655","466.40784","0.6528","0.61290324","802"
"514.0068","506.03485","0.6672","0.61290324","818"
"545.11017","543.8379","0.6912","0.61290324","835"
"569.7857","573.5714","0.6672","0.61290324","849"
"583.94305","590.4377","0.64320004","0.61290324","868"
"617.057","630.4071","0.56640005","0.61290324","885"
"649.1843","668.7307","0.432","0.61290324","902"
"681.97473","702.12366","0.30240002","0.54838705","918"
"693.0","711.1429","0.17760001","0.4516129","925"
