"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","lou","nexus-80"
"647.0","813.0","lou","nexus-80"
"604.0","604.0","lou","nexus-80"
"634.0","306.0","lou","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"334.9643","668.2857","0.34080002","0.41935483","0"
"347.2692","681.4778","0.6144","0.4516129","95"
"364.43793","689.71875","0.65760005","0.48387095","109"
"393.9748","702.3603","0.6672","0.516129","124"
"422.01785","713.71423","0.6768","0.516129","135"
"432.31592","717.5496","0.6624","0.516129","152"
"474.735","734.69403","0.6384","0.54838705","169"
"520.6064","752.6211","0.61920005","0.54838705","186"
"547.8474","763.58185","0.58080006","0.54838705","203"
"570.1261","772.1968","0.5712","0.54838705","219"
"588.6069","779.0089","0.59040004","0.54838705","236"
"601.45166","783.3026","0.58080006","0.54838705","253"
"608.46295","785.9949","0.57600003","0.54838705","269"
"616.89545","788.8778","0.56640005","0.54838705","286"
"625.6304","790.9742","0.56640005","0.54838705","303"
"631.5806","793.09015","0.5616","0.54838705","319"
"635.86487","795.1465","0.5568","0.54838705","336"
"640.1537","797.2052","0.55200005","0.54838705","353"
"642.8772","798.5714","0.5568","0.54838705","369"
"644.99243","798.5714","0.5568","0.54838705","386"
"646.1188","798.5714","0.5568","0.54838705","403"
"648.3049","798.5714","0.56640005","0.54838705","419"
"650.4336","798.5714","0.57600003","0.54838705","436"
"652.6595","797.86975","0.58080006","0.54838705","452"
"654.7739","795.83984","0.5952","0.54838705","469"
"657.00287","792.2573","0.6","0.54838705","486"
"658.30536","785.2276","0.60480005","0.54838705","502"
"658.1786","779.3535","0.60480005","0.54838705","519"
"657.53424","768.5274","0.6144","0.54838705","536"
"651.4201","742.45605","0.65760005","0.61290324","552"
"644.8919","718.94525","0.6768","0.61290324","569"
"639.4117","701.67096","0.7296","0.61290324","586"
"632.0293","681.38306","0.744","0.61290324","602"
"627.08716","664.5328","0.744","0.61290324","619"
"623.0411","650.93805","0.75360006","0.61290324","636"
"620.6945","642.6328","0.768","0.6451613","652"
"616.4328","622.4016","0.77760005","0.6451613","669"
"614.3019","603.88416","0.77760005","0.6451613","686"
"612.129","581.79535","0.80640006","0.7096774","702"
"611.75","557.4221","0.8112","0.7096774","719"
"611.75","531.45953","0.83040005","0.7741935","735"
"612.347","494.52875","0.83040005","0.7419355","752"
"613.9822","457.85718","0.83040005","0.6774193","766"
"618.4537","423.9444","0.84000003","0.61290324","785"
"626.8606","367.62256","0.8112","0.61290324","802"
"639.5893","313.85706","0.74880004","0.6774193","819"
"654.8649","268.17645","0.61920005","0.61290324","835"
"676.0357","217.42859","0.40320003","0.54838705","850"
