"ChallengeX","ChallengeY","Tester Name","Device Name"
"395.0","879.0","Sean","nexus-03"
"389.0","189.0","Sean","nexus-03"
"192.0","165.0","Sean","nexus-03"
"448.0","640.0","Sean","nexus-03"
"X","Y","PRESSURE"
"378.375","757.7273","0.062400002"
"376.8347","762.1653","0.110400006"
"376.1875","765.30304","0.115200005"
