"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lou","nexus-59"
"516.0","278.0","lou","nexus-59"
"191.0","503.0","lou","nexus-59"
"627.0","704.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"465.3214","522.2857","0.23520002","0.41935483","0"
"458.79895","511.55164","0.5712","0.41935483","104"
"459.9643","504.50214","0.57600003","0.41935483","121"
"462.23874","486.62402","0.57600003","0.41935483","138"
"468.8831","452.72693","0.5952","0.4516129","152"
"475.42834","416.34387","0.6","0.48387095","168"
"479.12756","389.84967","0.624","0.516129","185"
"484.4182","355.49475","0.64320004","0.58064514","202"
"488.0901","333.70624","0.6528","0.58064514","219"
"489.98547","319.68616","0.6672","0.58064514","236"
"491.12787","312.00928","0.6768","0.58064514","253"
"493.19513","299.1618","0.6912","0.58064514","269"
"494.20337","288.80762","0.69600004","0.58064514","286"
"494.7857","282.92596","0.6912","0.58064514","303"
"494.7857","279.71603","0.6912","0.58064514","320"
"492.708","277.7197","0.68160003","0.6451613","337"
"489.38177","277.14285","0.67200005","0.6774193","354"
"484.73553","278.64462","0.68160003","0.61290324","371"
"481.46893","280.5227","0.69600004","0.61290324","388"
"468.20502","286.9016","0.7056","0.6451613","405"
"439.0272","304.11536","0.7296","0.61290324","422"
"415.60944","319.52997","0.71040004","0.61290324","438"
"383.62018","342.2417","0.7296","0.61290324","455"
"357.65518","362.37683","0.73440003","0.61290324","472"
"327.30057","385.12054","0.75360006","0.61290324","489"
"304.50027","403.69434","0.75360006","0.6451613","506"
"291.13452","413.48602","0.74880004","0.61290324","523"
"266.74243","433.49298","0.7728","0.61290324","540"
"246.45844","452.10846","0.7824","0.6451613","557"
"233.86853","463.64154","0.7968","0.7096774","574"
"226.99466","469.93658","0.7968","0.7419355","591"
"221.7684","475.71637","0.79200006","0.7419355","608"
"218.65918","479.87726","0.78720003","0.6451613","624"
"216.59723","483.83618","0.78720003","0.61290324","641"
"216.21428","486.09753","0.7968","0.61290324","658"
"217.87328","490.44977","0.80640006","0.61290324","677"
"227.06143","496.9422","0.7728","0.61290324","694"
"255.246","514.19354","0.74880004","0.6451613","711"
"298.78482","540.84515","0.69600004","0.61290324","728"
"341.02997","566.4535","0.59040004","0.61290324","745"
"393.16125","599.2315","0.4848","0.61290324","762"
"438.08926","629.0","0.3792","0.61290324","775"
"482.76965","657.2307","0.28800002","0.58064514","795"
"553.9414","697.6804","0.216","0.54838705","812"
"612.03296","724.3508","0.120000005","0.41935483","829"
"643.0","736.5714","0.067200005","0.3548387","838"
