"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lou","nexus-59"
"516.0","278.0","lou","nexus-59"
"191.0","503.0","lou","nexus-59"
"627.0","704.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"459.0714","530.0","0.31680003","0.41935483","0"
"455.44922","521.3067","0.71040004","0.48387095","101"
"459.37247","511.99017","0.72480005","0.516129","116"
"464.84506","491.2011","0.72","0.54838705","131"
"470.61807","462.38135","0.7152","0.58064514","146"
"475.5893","440.4286","0.72","0.58064514","154"
"482.63147","406.62592","0.73920006","0.61290324","175"
"492.90002","359.76453","0.768","0.61290324","192"
"501.75427","328.32788","0.79200006","0.61290324","209"
"507.82397","307.90564","0.81600004","0.61290324","226"
"510.60773","294.62573","0.8112","0.61290324","243"
"512.6093","286.6679","0.80160004","0.61290324","260"
"513.5357","281.64252","0.80160004","0.61290324","277"
"513.5357","279.18906","0.80640006","0.61290324","293"
"512.68695","278.0","0.80640006","0.61290324","310"
"510.2558","279.14578","0.81600004","0.61290324","327"
"505.33026","281.19714","0.79200006","0.61290324","344"
"497.93738","285.05865","0.7968","0.61290324","361"
"484.65887","292.32605","0.8256","0.61290324","378"
"467.61917","302.54993","0.83040005","0.6774193","395"
"440.80948","317.58386","0.84000003","0.6451613","412"
"429.9887","325.81152","0.8256","0.61290324","429"
"394.76096","351.07935","0.81600004","0.61290324","446"
"358.52887","378.94562","0.84000003","0.61290324","462"
"334.26633","398.76495","0.87360007","0.6451613","479"
"307.8113","422.9173","0.864","0.61290324","496"
"286.17633","440.7528","0.87360007","0.6774193","513"
"267.33145","456.11346","0.91200006","0.6451613","530"
"255.75137","466.33014","0.9312","0.61290324","547"
"245.86926","475.81696","0.92160004","0.61290324","564"
"235.5187","485.75348","0.91200006","0.61290324","581"
"228.363","492.79156","0.89760005","0.6774193","598"
"224.6023","498.46643","0.90720004","0.7419355","615"
"222.82036","501.88776","0.92160004","0.7419355","631"
"222.46428","505.8595","0.94560003","0.6774193","648"
"224.37256","510.63867","0.9696","0.6451613","665"
"228.50461","515.2273","0.96000004","0.6774193","682"
"243.64655","524.65027","0.92640007","0.61290324","699"
"288.9753","548.30817","0.84480006","0.61290324","716"
"336.11353","572.0182","0.76320004","0.61290324","733"
"384.65396","594.5289","0.6672","0.61290324","750"
"434.34213","617.7505","0.5952","0.61290324","767"
"486.75574","641.05853","0.5328","0.61290324","784"
"542.0461","664.5137","0.42720002","0.61290324","800"
"567.3616","677.3401","0.384","0.61290324","817"
"630.86566","706.71136","0.24960001","0.516129","834"
"650.1428","716.8572","0.192","0.48387095","841"
