"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-59"
"360.0","281.0","lou","nexus-59"
"178.0","102.0","lou","nexus-59"
"649.0","664.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"640.3214","542.8572","0.1536","0.41935483","0"
"632.2419","534.23895","0.59040004","0.41935483","76"
"628.4889","531.4979","0.59040004","0.41935483","91"
"624.3887","527.80304","0.59040004","0.41935483","106"
"616.9047","522.4731","0.6096","0.41935483","121"
"609.8108","517.6161","0.61920005","0.41935483","131"
"593.8433","503.38104","0.61920005","0.41935483","148"
"571.15845","486.6706","0.64320004","0.41935483","165"
"537.80115","459.85675","0.70080006","0.41935483","182"
"526.0422","450.43372","0.7056","0.41935483","199"
"482.4193","411.8426","0.72480005","0.41935483","216"
"448.4569","380.09583","0.7296","0.4516129","233"
"417.61246","346.75848","0.77760005","0.48387095","250"
"398.39514","326.46875","0.77760005","0.48387095","266"
"370.80307","295.41266","0.8112","0.516129","283"
"355.1247","276.26392","0.8496","0.516129","300"
"339.4286","257.4286","0.864","0.58064514","316"
"329.05432","244.48459","0.88320005","0.61290324","334"
"306.3201","213.8154","0.89760005","0.61290324","351"
"289.96564","193.24728","0.90720004","0.6774193","368"
"279.0106","180.57019","0.9168","0.7419355","385"
"268.57327","169.80325","0.90720004","0.7096774","402"
"255.08289","152.99948","0.94560003","0.61290324","419"
"241.18774","136.54596","0.96480006","0.6451613","436"
"231.83926","127.57144","0.97440004","0.7096774","451"
"227.34528","123.2572","0.9696","0.7419355","469"
"220.12689","117.10278","0.98880005","0.80645156","486"
"214.1489","112.392456","1.0128001","0.87096775","503"
"209.37994","108.58188","1.0272001","0.87096775","520"
"205.39066","106.09039","1.0320001","0.87096775","537"
"202.14832","104.21094","1.0464001","0.87096775","554"
"200.39835","104.0","1.056","0.87096775","571"
"200.14285","106.38614","1.0656","0.87096775","588"
"201.0993","109.387054","0.99840003","0.9032258","605"
"213.36975","129.74146","0.90720004","0.83870965","622"
"248.22244","179.90741","0.79200006","0.80645156","639"
"284.72992","228.5227","0.6672","0.7419355","655"
"324.63828","281.9939","0.6144","0.6774193","672"
"364.39774","332.63928","0.53760004","0.61290324","689"
"410.30594","386.17792","0.5088","0.61290324","706"
"444.7857","424.14282","0.45600003","0.61290324","720"
"483.9068","463.84198","0.44160002","0.61290324","740"
"549.24786","528.75476","0.40800002","0.61290324","757"
"591.9143","573.77704","0.37440002","0.61290324","774"
"629.4765","618.02686","0.30240002","0.61290324","791"
"662.12396","659.1515","0.2592","0.58064514","808"
"679.7607","684.53143","0.20160002","0.516129","824"
"689.4285","698.0","0.1632","0.48387095","841"
"692.1773","699.748","0.110400006","0.38709676","858"
