"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lou","nexus-59"
"516.0","278.0","lou","nexus-59"
"191.0","503.0","lou","nexus-59"
"627.0","704.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"471.5714","532.5714","0.18720001","0.41935483","0"
"465.04532","519.06024","0.5856","0.48387095","79"
"465.89713","508.43585","0.6","0.48387095","93"
"469.69852","491.6797","0.6096","0.48387095","108"
"473.37253","480.45203","0.60480005","0.516129","122"
"478.05948","461.14307","0.6096","0.54838705","135"
"486.4403","416.46606","0.624","0.54838705","152"
"492.66016","384.52863","0.6672","0.54838705","169"
"496.84204","359.02576","0.68160003","0.54838705","186"
"503.31055","333.7068","0.7056","0.54838705","203"
"506.5766","318.95392","0.69600004","0.54838705","220"
"509.07483","306.26935","0.7056","0.54838705","237"
"510.0418","302.55957","0.7056","0.54838705","254"
"511.41193","296.6491","0.71040004","0.54838705","271"
"511.75","292.4956","0.72","0.54838705","287"
"511.39856","290.51978","0.73440003","0.54838705","304"
"509.17114","289.14288","0.73440003","0.54838705","321"
"505.74835","289.14288","0.7056","0.54838705","338"
"500.73138","289.81165","0.69600004","0.54838705","355"
"496.125","291.28577","0.70080006","0.54838705","367"
"486.90466","294.81317","0.72480005","0.54838705","389"
"461.94455","307.39105","0.72","0.61290324","406"
"436.22833","321.95508","0.73920006","0.61290324","423"
"411.20364","336.6974","0.7152","0.6451613","439"
"384.94144","355.01587","0.7296","0.61290324","456"
"351.29205","376.6931","0.73920006","0.61290324","473"
"326.2562","393.3413","0.7584","0.61290324","490"
"310.35074","404.9768","0.768","0.61290324","507"
"282.30164","426.17865","0.7728","0.61290324","524"
"251.7143","448.44568","0.79200006","0.61290324","541"
"241.90936","455.92334","0.80160004","0.6451613","558"
"233.6857","463.09625","0.80640006","0.7096774","575"
"225.53741","470.4784","0.80640006","0.7419355","591"
"220.76599","475.87408","0.80160004","0.7096774","608"
"218.89285","480.80377","0.79200006","0.61290324","625"
"218.89285","483.3368","0.7968","0.61290324","642"
"220.85771","486.4577","0.8112","0.61290324","659"
"230.07898","491.6551","0.7728","0.61290324","676"
"254.85657","501.22272","0.76320004","0.61290324","693"
"299.2114","518.47394","0.73920006","0.61290324","710"
"349.62347","540.46497","0.6624","0.61290324","727"
"396.34265","562.7923","0.59040004","0.61290324","744"
"454.65643","591.2347","0.4848","0.61290324","761"
"483.9555","607.00934","0.432","0.61290324","778"
"561.4746","654.8967","0.37440002","0.61290324","795"
"633.98004","698.4854","0.24000001","0.54838705","812"
"694.25073","730.8411","0.13440001","0.48387095","828"
"708.1786","736.5714","0.10080001","0.41935483","833"
