"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-59"
"340.0","367.0","maggie","nexus-59"
"439.0","650.0","maggie","nexus-59"
"106.0","619.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"537.6428","628.5714","0.1824","0.41935483","0"
"524.7828","624.1623","0.3648","0.41935483","43"
"502.27954","605.76556","0.40320003","0.41935483","53"
"476.63687","579.5064","0.4176","0.41935483","66"
"442.10406","539.10333","0.46080002","0.41935483","84"
"409.06375","492.55914","0.45600003","0.41935483","101"
"378.55252","445.81512","0.5088","0.41935483","117"
"352.98703","406.65436","0.528","0.41935483","135"
"347.4388","399.9674","0.53760004","0.41935483","151"
"343.42944","395.6347","0.5424","0.41935483","168"
"340.95065","396.53882","0.57600003","0.41935483","185"
"340.74472","402.60327","0.5712","0.41935483","202"
"353.50784","434.38873","0.5616","0.41935483","219"
"376.47638","486.88934","0.53760004","0.41935483","236"
"403.2633","541.9912","0.5328","0.41935483","253"
"426.5669","589.06464","0.5568","0.41935483","270"
"434.37524","609.1212","0.55200005","0.41935483","287"
"440.39716","636.15564","0.5952","0.41935483","304"
"438.39523","645.488","0.59040004","0.41935483","320"
"428.4911","650.3571","0.5472","0.41935483","338"
"377.6579","644.57794","0.5088","0.41935483","354"
"305.8814","622.93835","0.5088","0.41935483","371"
"232.36673","597.04126","0.52320004","0.41935483","388"
"193.27338","584.33356","0.5328","0.41935483","405"
"137.6593","568.7897","0.5328","0.41935483","422"
"103.808624","563.2028","0.49920002","0.41935483","439"
"101.92857","564.2857","0.3792","0.38709676","442"
