"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-59"
"340.0","367.0","maggie","nexus-59"
"439.0","650.0","maggie","nexus-59"
"106.0","619.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"528.7143","635.4286","0.2064","0.41935483","0"
"509.88428","613.9061","0.4512","0.41935483","39"
"498.47833","601.13574","0.4176","0.41935483","56"
"447.71164","546.48846","0.44640002","0.41935483","74"
"405.0095","493.86713","0.51360005","0.41935483","92"
"371.0651","450.88525","0.55200005","0.41935483","108"
"349.3685","426.39954","0.6096","0.41935483","125"
"341.74738","420.3412","0.63360006","0.41935483","141"
"336.93106","417.8012","0.65760005","0.41935483","157"
"334.07144","417.7143","0.64320004","0.41935483","169"
"334.51056","423.25067","0.648","0.41935483","191"
"345.6477","461.33234","0.61920005","0.41935483","207"
"366.32196","516.5958","0.6","0.41935483","224"
"385.45004","564.231","0.59040004","0.41935483","241"
"397.41516","597.5728","0.5856","0.4516129","258"
"402.84964","620.2167","0.56640005","0.4516129","275"
"400.5893","631.5714","0.57600003","0.4516129","291"
"397.83926","634.8886","0.5616","0.4516129","309"
"370.98737","637.4953","0.528","0.4516129","326"
"311.0831","629.9687","0.5328","0.4516129","342"
"247.34341","619.3593","0.55200005","0.4516129","359"
"180.75995","609.2602","0.53760004","0.4516129","376"
"124.97194","602.01465","0.52320004","0.48387095","393"
"95.295654","600.2857","0.5328","0.48387095","410"
"85.87548","600.2857","0.528","0.48387095","427"
"76.03571","601.5715","0.384","0.4516129","444"
