"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-59"
"647.0","813.0","maggie","nexus-59"
"604.0","604.0","maggie","nexus-59"
"634.0","306.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"363.5357","688.5714","0.1536","0.41935483","0"
"430.53845","720.40607","0.432","0.41935483","91"
"462.02844","736.1485","0.40800002","0.41935483","106"
"491.14124","751.2424","0.3984","0.41935483","121"
"541.97626","771.10095","0.40800002","0.41935483","145"
"569.74927","780.0112","0.3984","0.41935483","162"
"580.1208","783.0051","0.39360002","0.41935483","179"
"595.5405","783.7143","0.40800002","0.41935483","196"
"605.0543","782.71405","0.3984","0.41935483","213"
"610.37164","778.4134","0.384","0.41935483","229"
"613.6172","770.5442","0.432","0.41935483","246"
"613.5357","754.8453","0.42240003","0.41935483","263"
"610.6976","726.9278","0.42720002","0.41935483","280"
"606.33325","707.7329","0.4128","0.41935483","297"
"599.0141","682.6231","0.40320003","0.41935483","314"
"588.6991","653.50885","0.44160002","0.41935483","331"
"584.2377","641.3695","0.44160002","0.41935483","348"
"581.18207","631.1907","0.43680003","0.41935483","364"
"578.9095","622.46375","0.43680003","0.41935483","381"
"577.8214","612.25226","0.45600003","0.41935483","398"
"577.8214","601.1428","0.4656","0.41935483","414"
"579.4983","590.08325","0.44640002","0.41935483","432"
"591.77625","541.0212","0.432","0.41935483","449"
"606.42706","484.7149","0.4512","0.41935483","466"
"623.93756","431.37128","0.44160002","0.41935483","483"
"647.46735","378.42242","0.432","0.41935483","500"
"661.75","350.85718","0.2736","0.38709676","507"
